eventtitle,views,place,address,eventday,eventdate,request
"Naft (BE), Matthew Mole (ZA)",2123,Hafen 2,"63067 Offenbach, Nordring 129",Sonntag,2021-08-01,2021-08-01T16:54:10.973483Z
Online Tour Bunte Götter,1488,Liebieghaus Skulpturensammlung,"60596 Frankfurt am Main, Schaumainkai 71",Sonntag,2021-08-01,2021-08-01T16:54:10.973483Z
Rigoletto,2567,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-01,2021-08-01T16:54:10.973483Z
The Music of Hans Zimmer & Others - A Celebration of …,3213,Burg Königstein,"61462 Königstein, Burgweg 5",Sonntag,2021-08-01,2021-08-01T16:54:10.973483Z
Tom Sawyer und Huckleberry Finn,2555,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-01,2021-08-01T16:54:10.973483Z
Viktoria Hirschhuber - Klavier - Klassik Matinée im …,2560,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-01,2021-08-01T16:54:10.973483Z
German Percussion Festival,3330,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Montag,2021-08-02,2021-08-01T16:54:12.368118Z
5-tägiges Sommerferien-Camp,766,HABA Digitalwerkstatt,"60385 Frankfurt am Main, Heidestraße 145",Montag,2021-08-02,2021-08-01T16:54:12.368118Z
Die Comedian Harmonists - Revue von G. Greiffenhagen …,1327,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Montag,2021-08-02,2021-08-01T16:54:12.368118Z
Kerberbrothers - Kultur im Residenzhof,1156,Hugenottenhalle,"63263 Neu-Isenburg, Frankfurter Straße 152",Montag,2021-08-02,2021-08-01T16:54:12.368118Z
LES YEUX D´LA TETE - Jahrhunderthalle Sommerwiese,1189,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Montag,2021-08-02,2021-08-01T16:54:12.368118Z
"LIVE x ICHI ICHI w/ Magic Island, Man Rei, Smittness",2672,Milchsackfabrik / Tanzhaus West & Dora Brilliant,"60327 Frankfurt am Main, Gutleutstraße 294",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
The Mystery Of Banksy - A Genius Mind,17478,Isarforum Deutsches Museum,"80538 München, Ludwigsbrücke",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
Christian Keltermann,1586,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
Die Comedian Harmonists - Revue von G. Greiffenhagen …,1585,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
HELGE TIMMERBERG - Jahrhunderthalle Sommerwiese,1009,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
"Konstantin Wecker-Trio - Konstantin Wecker, Fanny …",50,Jagdschloss Kranichstein,"64289 Darmstadt, Kranichsteiner Straße 261",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
Michel in der Suppenschüssel,1592,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
Rigoletto,1605,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
Vivid Curls - Kultur im Residenzhof,908,Hugenottenhalle,"63263 Neu-Isenburg, Frankfurter Straße 152",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
Wochenmarkt Sachsenhausen,577,Wochenmarkt Sachsenhausen,"60594 Frankfurt am Main, Diesterwegplatz 50",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
Wochenmarkt und Markthalle Höchst,724,Markthalle und Wochenmarkt Höchst,"65929 Frankfurt am Main, Höchster Markt 6",Dienstag,2021-08-03,2021-08-01T16:54:14.251691Z
4 Zimmer Küche Bad + Fellaws Kingdom,2276,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
"Arielle, die kleine Meerjungfrau - Dernière",1479,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Club Aufs Deck // Der Temporäre Elektronische Salon - …,846,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Der Zauberer von Oz,1494,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Die Abenteuer von Petterson und Findus - …,1334,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Die Akte Jedermann,1238,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Die Vier Jahreszeiten - Sommer Klassik Open Air,1203,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Löwen Frankfurt,665,Löwen Frankfurt,"60386 Frankfurt am Main, Am Bornheimer Hang 4",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Martinsvierteler Markt,689,Riegerplatz,64289 Darmstadt,Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Online Tour Bunte Götter,659,Liebieghaus Skulpturensammlung,"60596 Frankfurt am Main, Schaumainkai 71",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Painting Bembel Party - Das Original,756,Frankfurt am Main,60232 Frankfurt am Main,Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Rigoletto,1231,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Wochenmarkt Bornheim,671,Wochenmarkt Bornheim,"60385 Frankfurt am Main, Berger Straße 194",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Wochenmarkt Rödelheim,618,Wochenmarkt Rödelheim,"60489 Frankfurt am Main, Arthur-Stern-Platz",Mittwoch,2021-08-04,2021-08-01T16:54:16.109892Z
Hafenkino Open Air: Gagarine (OmU),2656,Hafen 2,"63067 Offenbach, Nordring 129",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Virtual Crunchyroll Expo 2021,301471,Berlin,10435 Berlin,Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Club Aufs Deck // 80s Deck,588,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Dada.Tirol.100,1160,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Der Besuch der alten Dame,1266,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Erzeugermarkt Konstablerwache,666,Erzeugermarkt Konstablerwache,"60313 Frankfurt am Main, Konstablerwache",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Kaisermarkt,533,Kaisermarkt,"60329 Frankfurt am Main, Kaiserstraße 81",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Michel in der Suppenschüssel,1136,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Milliarden,613,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Nico Santos - Burghauser Konzertsommer,1131,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Sommerlachen in Flörsheim an den Mainwiesen,47,Flörsheim Wicker,65439 Flörsheim,Donnerstag,2021-08-05,2021-08-01T16:54:18.094344Z
Albertine Sarges,2087,Hafen 2,"63067 Offenbach, Nordring 129",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Velvet-Bar-Night,2305,Velvet Club,"60311 Frankfurt, Weißfrauenstraße 12-16",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Virtual Crunchyroll Expo 2021,251227,Berlin,10435 Berlin,Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
2. Strand Open Air Warin (Fr + Sa),1316,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Batschkapp Sommergarten!,657,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Blumenmarkt Liebfrauenberg,518,Liebfrauenberg,"60313 Frankfurt am Main, Liebfrauenberg",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Christian Keltermann,1137,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Club Aufs Deck // HANDKÄSMITMUSIK,492,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Der Besuch der alten Dame,1287,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Der nackte Wahnsinn / Komödie von Michael Frayn,1138,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Die Akte Jedermann,1175,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Gallusmarkt,574,Gallusmarkt,"60326 Frankfurt am Main, Frankenallee 183",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Hafenkino Open Air: Preview: Supernova (OmU),780,Hafen 2,"63067 Offenbach, Nordring 129",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Klassisches BrauErlebnis,548,Glaabsbräu GmbH & Co. KG,"63500 Seligenstadt, Frankfurter Straße 9",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Krimidinner - Hochzeit in Schwarz,1175,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Live x THW w/ Wareika,588,Milchsackfabrik / Tanzhaus West & Dora Brilliant,"60327 Frankfurt am Main, Gutleutstraße 294",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Marc Marshall's Welt der Musik & Friends,1157,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Markus Krebs: Pass auf... kennste den?!,1129,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Our Mirage,405,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Rigoletto,1153,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Schwarzer Freitag,339,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Tom Sawyer und Huckleberry Finn,1139,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Turmalin Trio - Brasilianische Farbenvielfalt im Trio …,61,Jagdschloss Kranichstein,"64289 Darmstadt, Kranichsteiner Straße 261",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Urban Friday,810,Cooky's,"60311 Frankfurt, Am Salzhaus 4",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Wochenmarkt Sachsenhausen,573,Wochenmarkt Sachsenhausen,"60594 Frankfurt am Main, Diesterwegplatz 50",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Wochenmarkt und Markthalle Höchst,667,Markthalle und Wochenmarkt Höchst,"65929 Frankfurt am Main, Höchster Markt 6",Freitag,2021-08-06,2021-08-01T16:54:19.876299Z
Die Fantastischen Vier,2508,Hugenottenhalle,"63263 Neu-Isenburg, Frankfurter Straße 152",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Virtual Crunchyroll Expo 2021,226714,Berlin,10435 Berlin,Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Batschkapp Sommergarten,711,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Christian Keltermann,1467,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Club Aufs Deck // Trust Your Audience,623,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Die Abenteuer von Petterson und Findus - …,1636,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Die Akte Jedermann,1509,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Dieter Thomas Kuhn & Band - Über den Wolken 2.1,1463,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Erzeugermarkt Konstablerwache,855,Erzeugermarkt Konstablerwache,"60313 Frankfurt am Main, Konstablerwache",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Hafenkino Open Air: The Nest (OmU),566,Hafen 2,"63067 Offenbach, Nordring 129",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
"Havana Lyceum Orchestra, Kuba - Mozart y Mambo mit …",93,Jagdschloss Kranichstein,"64289 Darmstadt, Kranichsteiner Straße 261",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Klassisches BrauErlebnis,817,Glaabsbräu GmbH & Co. KG,"63500 Seligenstadt, Frankfurter Straße 9",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Krimidinner - Ein Leichenschmaus,1618,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Lugatti & 9ine + Cashmiri • Frankfurt • ins freie!,1329,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Markus Krebs: Pass auf... kennste den?!,1463,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Mary Broadcast (AT),482,Hafen 2,"63067 Offenbach, Nordring 129",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Rigoletto,1484,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
SC Hessen Dreieich - Schott Mainz,595,Hahn Air Sportpark Dreieich,"63303 Dreieich, Am Bürgeracker 24",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Simon & Garfunkel Tribute meets Classic,1503,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Sister Act,1637,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Skylight-Tour,1313,Primus-Linie,"60311 Frankfurt, Mainkai 36",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Velvet-Bar-Night,633,Velvet Club,"60311 Frankfurt, Weißfrauenstraße 12-16",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Wochenmarkt Bornheim,819,Wochenmarkt Bornheim,"60385 Frankfurt am Main, Berger Straße 194",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Wochenmarkt und Markthalle Höchst,895,Markthalle und Wochenmarkt Höchst,"65929 Frankfurt am Main, Höchster Markt 6",Samstag,2021-08-07,2021-08-01T16:54:21.609810Z
Stu Larsen & Band - Oska - David Ost // Acoustics …,919,Hafen 2,"63067 Offenbach, Nordring 129",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
"Acoustics (DE), Son Mieux (NL)",217,Hafen 2,"63067 Offenbach, Nordring 129",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Club Aufs Deck // Chocolat Spéciale,270,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Der Zauberer von Oz,1232,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Die Abenteuer von Petterson und Findus - …,1232,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Die Vier Jahreszeiten - Sommer Klassik Open Air,1092,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Disneys DIE EISKÖNIGIN,151972,Stage Theater an der Elbe,"20457 Hamburg, Norderelbstraße 8",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Element Of Crime - Zusatzshow,1239,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
"Havana Horns mit Sarah Willis, Kuba - Kammerensembles …",62,Jagdschloss Kranichstein,"64289 Darmstadt, Kranichsteiner Straße 261",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Höhner Meets Classic 2021 - Monschau Festival 2021 - …,1239,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Mark Forster,1205,Hugenottenhalle,"63263 Neu-Isenburg, Frankfurter Straße 152",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Michel in der Suppenschüssel,1101,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Online Tour Bunte Götter,575,Liebieghaus Skulpturensammlung,"60596 Frankfurt am Main, Schaumainkai 71",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Prima la Musica - Klassik Matinée im Stadl,1093,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Rigoletto,1101,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Sister Act,1231,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
The Les Clöchards,1132,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-08-08,2021-08-01T16:54:23.201923Z
Limp Bizkit - Tour 2021,5693,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Montag,2021-08-09,2021-08-01T16:54:24.784621Z
Maeckes & Die Gitarre,251,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Montag,2021-08-09,2021-08-01T16:54:24.784621Z
German Percussion Festival,4518,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Montag,2021-08-02,2021-08-02T16:58:01.441094Z
5-tägiges Sommerferien-Camp,1446,HABA Digitalwerkstatt,"60385 Frankfurt am Main, Heidestraße 145",Montag,2021-08-02,2021-08-02T16:58:01.441094Z
Die Comedian Harmonists - Revue von G. Greiffenhagen …,2146,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Montag,2021-08-02,2021-08-02T16:58:01.441094Z
Kerberbrothers - Kultur im Residenzhof,1874,Hugenottenhalle,"63263 Neu-Isenburg, Frankfurter Straße 152",Montag,2021-08-02,2021-08-02T16:58:01.441094Z
LES YEUX D´LA TETE - Jahrhunderthalle Sommerwiese,2196,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Montag,2021-08-02,2021-08-02T16:58:01.441094Z
"LIVE x ICHI ICHI w/ Magic Island, Man Rei, Smittness",3415,Milchsackfabrik / Tanzhaus West & Dora Brilliant,"60327 Frankfurt am Main, Gutleutstraße 294",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
The Mystery Of Banksy - A Genius Mind,25877,Isarforum Deutsches Museum,"80538 München, Ludwigsbrücke",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
Christian Keltermann,1678,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
Die Comedian Harmonists - Revue von G. Greiffenhagen …,1683,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
HELGE TIMMERBERG - Jahrhunderthalle Sommerwiese,1127,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
"Konstantin Wecker-Trio - Konstantin Wecker, Fanny …",65,Jagdschloss Kranichstein,"64289 Darmstadt, Kranichsteiner Straße 261",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
Michel in der Suppenschüssel,1682,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
Rigoletto,1695,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
Vivid Curls - Kultur im Residenzhof,947,Hugenottenhalle,"63263 Neu-Isenburg, Frankfurter Straße 152",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
Wochenmarkt Sachsenhausen,588,Wochenmarkt Sachsenhausen,"60594 Frankfurt am Main, Diesterwegplatz 50",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
Wochenmarkt und Markthalle Höchst,775,Markthalle und Wochenmarkt Höchst,"65929 Frankfurt am Main, Höchster Markt 6",Dienstag,2021-08-03,2021-08-02T16:58:04.077154Z
4 Zimmer Küche Bad + Fellaws Kingdom,2986,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
"Arielle, die kleine Meerjungfrau - Dernière",1743,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Club Aufs Deck // Der Temporäre Elektronische Salon - …,985,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Der Zauberer von Oz,1758,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Die Abenteuer von Petterson und Findus - …,1559,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Die Akte Jedermann,1354,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Die Vier Jahreszeiten - Sommer Klassik Open Air,1251,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Löwen Frankfurt,691,Löwen Frankfurt,"60386 Frankfurt am Main, Am Bornheimer Hang 4",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Martinsvierteler Markt,717,Riegerplatz,64289 Darmstadt,Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Online Tour Bunte Götter,686,Liebieghaus Skulpturensammlung,"60596 Frankfurt am Main, Schaumainkai 71",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Painting Bembel Party - Das Original,793,Frankfurt am Main,60232 Frankfurt am Main,Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Rigoletto,1279,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Wochenmarkt Bornheim,725,Wochenmarkt Bornheim,"60385 Frankfurt am Main, Berger Straße 194",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Wochenmarkt Rödelheim,660,Wochenmarkt Rödelheim,"60489 Frankfurt am Main, Arthur-Stern-Platz",Mittwoch,2021-08-04,2021-08-02T16:58:05.974561Z
Hafenkino Open Air: Gagarine (OmU),3260,Hafen 2,"63067 Offenbach, Nordring 129",Donnerstag,2021-08-05,2021-08-02T16:58:08.357533Z
Virtual Crunchyroll Expo 2021,309989,Berlin,10435 Berlin,Donnerstag,2021-08-05,2021-08-02T16:58:08.357533Z
