eventtitle,views,place,address,eventday,eventdate,request
We Rock Queen,3631,Schlossbühne am Bannturm,"63150 Heusenstamm, Im Herrngarten 1",Samstag,2021-09-04,2021-09-01T16:56:19.364594Z
Wochenmarkt Bornheim,827,Wochenmarkt Bornheim,"60385 Frankfurt am Main, Berger Straße 194",Samstag,2021-09-04,2021-09-01T16:56:19.364594Z
Wochenmarkt und Markthalle Höchst,1042,Markthalle und Wochenmarkt Höchst,"65929 Frankfurt am Main, Höchster Markt 6",Samstag,2021-09-04,2021-09-01T16:56:19.364594Z
Yevgeniy Breyger - Gestohlene Luft,405,Haus am Dom,"60311 Frankfurt, Domplatz 3",Samstag,2021-09-04,2021-09-01T16:56:19.364594Z
Riviera Festival 2021,175,Hafen 2,"63067 Offenbach, Nordring 129",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Sunday Sundowner,648,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Der forschende Blick. Mit Mara-Daria Cojocaru und Eva …,267,Haus am Dom,"60311 Frankfurt, Domplatz 3",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Die Abenteuer von Petterson und Findus - …,2045,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Die Feisten,517,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
"Die Welt ist schön, Milord",1295,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Felicitas Hoppe - Die Nibelungen. Ein deutscher …,314,Haus am Dom,"60311 Frankfurt, Domplatz 3",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Ferdinand Schmalz - Mein Lieblingstier heißt Winter,293,Haus am Dom,"60311 Frankfurt, Domplatz 3",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
God Save The Queen - The Show Goes On,3760,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
ILM September Edition 2021,332,Messe Offenbach,"63065 Offenbach, Kaiserstraße 108 - 112",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
ins freie! Open Air,623,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Jürgen von der Lippe: Voll Fett - Zusatztermin,1434,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Lederfresse von Helmut Krausser,287,Internationales Theater,"60314 Frankfurt am Main, Hanauer Landstraße 5-7",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Online Tour Bunte Götter,552,Liebieghaus Skulpturensammlung,"60596 Frankfurt am Main, Schaumainkai 71",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Peter Kamenz und seine Goldenen Egerländer - …,1494,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Profiler Suzanne Grieger-Langer - Deppen-Detox-Tour,1296,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Sister Act,1428,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
tinyBE •living in a sculpture Überblicksführung …,234,Metzlerpark,"60594 Frankfurt am Main, Schaumainkai 17",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
WCD Pool Sessions in Frankfurt,243,Stadionbad,"60528 Frankfurt am Main, Mörenfelder Landstraße 362",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
Yoga,1149,Yachtklub,"60594 Frankfurt am Main, Deutschherrnufer 12",Sonntag,2021-09-05,2021-09-01T16:56:20.855900Z
ILM September Edition 2021,336,Messe Offenbach,"63065 Offenbach, Kaiserstraße 108 - 112",Montag,2021-09-06,2021-09-01T16:56:22.466294Z
ins freie! Open Air,604,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Montag,2021-09-06,2021-09-01T16:56:22.466294Z
Jürgen von der Lippe: Voll Fett,1323,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Montag,2021-09-06,2021-09-01T16:56:22.466294Z
Michael Mittermeier #13,1195,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Montag,2021-09-06,2021-09-01T16:56:22.466294Z
Profiler Suzanne Grieger-Langer - Deppen-Detox-Tour,1175,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Montag,2021-09-06,2021-09-01T16:56:22.466294Z
Sean Rowe - Frankfurt - Zoom,225,Zoom Club,"60313 Frankfurt am Main, Brönnerstraße 5-9",Montag,2021-09-06,2021-09-01T16:56:22.466294Z
tinyBE •living in a sculpture Dialogführung Metzlerpark,240,Metzlerpark,"60594 Frankfurt am Main, Schaumainkai 17",Montag,2021-09-06,2021-09-01T16:56:22.466294Z
🏎🏁 Company Kart Cup 🏆 @ Frankfurt,1893,ECO Kart Frankfurt,"60433 Frankfurt am Main, August-Schanz-Straße 31a",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
Eva Karl-Faltermeier - Es geht dahi,2656,Die Käs,"60316 Frankfurt am Main, Waldschmidtstr. 19",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
ins freie! Open Air,177,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
Lisa Eckhart: Die Vorteile des Lasters - Stalburg …,1462,Alte Oper | Großer Saal,"60313 Frankfurt am Main, Opernplatz 1",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
Shantel & Bucovina Club Orkestar - The Disko …,1892,Amphitheater,"63454 Hanau, Philippsruher Allee 48",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
TEESY & Manith Bertz,548,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
tinyBE •living in a sculpture Überblicksführung …,279,Metzlerpark,"60594 Frankfurt am Main, Schaumainkai 17",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
Wochenmarkt Sachsenhausen,603,Wochenmarkt Sachsenhausen,"60594 Frankfurt am Main, Diesterwegplatz 50",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
Wochenmarkt und Markthalle Höchst,550,Markthalle und Wochenmarkt Höchst,"65929 Frankfurt am Main, Höchster Markt 6",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
Frankfurts größtes Speed Dating,286,Mathilda Glaskuchen,"60386 Frankfurt am Main, Cassellastraße 30-32",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
ins freie! Open Air,113,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Jan Wagner - Der glückliche Augenblick,1131,Literaturhaus Frankfurt,"60311 Frankfurt, Schöne Aussicht 2",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Jochen Döring - Germany´s next Opferklaus,4240,Die Käs,"60316 Frankfurt am Main, Waldschmidtstr. 19",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Jürgen von der Lippe: Voll Fett - Zusatztermin,1253,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Kurs: Little Explorers,,HABA Digitalwerkstatt,"60385 Frankfurt am Main, Heidestraße 145",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
LIVE x ICHI ICHI,340,Milchsackfabrik / Tanzhaus West & Dora Brilliant,"60327 Frankfurt am Main, Gutleutstraße 294",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Löwen Frankfurt,557,Löwen Frankfurt,"60386 Frankfurt am Main, Am Bornheimer Hang 4",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Martinsvierteler Markt,621,Riegerplatz,64289 Darmstadt,Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
NIEDECKEN liest & singt BOB DYLAN - Piano: Mike Herting,804,Amphitheater,"63454 Hanau, Philippsruher Allee 48",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Online Tour Bunte Götter,481,Liebieghaus Skulpturensammlung,"60596 Frankfurt am Main, Schaumainkai 71",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
"Torsten Sträter - Schnee, der auf Ceran fällt",1259,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Wochenmarkt Bornheim,637,Wochenmarkt Bornheim,"60385 Frankfurt am Main, Berger Straße 194",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Wochenmarkt Rödelheim,540,Wochenmarkt Rödelheim,"60489 Frankfurt am Main, Arthur-Stern-Platz",Mittwoch,2021-09-08,2021-09-01T16:56:25.656536Z
Ausstellungseröffnung Diane Preyer - Strange and …,102,Atelierfrankfurt,"60314 Frankfurt am Main, Schwedlerstraße 1-5",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Ausstellungseröffnung Kathi Kæppel - Vestige,206,Atelierfrankfurt,"60314 Frankfurt am Main, Schwedlerstraße 1-5",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Bülent Ceylan - Luschtobjekt,1253,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Christian Keltermann,1075,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Cuba Vista - Hasta la Fiesta!,57,SCHANZ,"63165 Mühlheim, Carl-Zeiss-Straße 6",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Die Päpstin,1076,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Dieter Nuhr - Neues Programm,1104,Carl-Zuckmayer-Halle,"55299 Nackenheim, Lörzweiler Straße 15",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Emilia Roig - Why We Matter,1094,Literaturhaus Frankfurt,"60311 Frankfurt, Schöne Aussicht 2",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Erzeugermarkt Konstablerwache,481,Erzeugermarkt Konstablerwache,"60313 Frankfurt am Main, Konstablerwache",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
hr-Sinfoniekonzert | Symphonie fantastique,927,Alte Oper | Großer Saal,"60313 Frankfurt am Main, Opernplatz 1",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
ins freie! Open Air,59,Jahrhunderthalle,"65929 Frankfurt am Main, Pfaffenwiese 301",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Kaisermarkt,507,Kaisermarkt,"60329 Frankfurt am Main, Kaiserstraße 81",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Urban Club Band,18,Gibson Beach Club,"60313 Frankfurt am Main, Opernplatz 2",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Urban Club Band,81,Gibson Club,"60313 Frankfurt am Main, Zeil 77",Donnerstag,2021-09-09,2021-09-01T16:56:27.334849Z
Marion Poschmann - Laubwerk. Essay – Buchpremiere,5,Romanfabrik,"60314 Frankfurt am Main, Hanauer Landstraße 186",Dienstag,2021-09-07,2021-09-01T16:56:24.076254Z
Dadju,3246,Batschkapp,"60388 Frankfurt am Main, Gwinnerstraße 5",Donnerstag,2021-09-02,2021-09-02T16:57:02.913957Z
Der Besuch der alten Dame,3326,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Donnerstag,2021-09-02,2021-09-02T16:57:02.913957Z
Erzeugermarkt Konstablerwache,1453,Erzeugermarkt Konstablerwache,"60313 Frankfurt am Main, Konstablerwache",Donnerstag,2021-09-02,2021-09-02T16:57:02.913957Z
Heinz Erhardt Dinner mit Andreas Neumann,3120,Jahnturnhalle,"64521 Groß-Gerau, Jahnstraße",Donnerstag,2021-09-02,2021-09-02T16:57:02.913957Z
Henning Ahrens - Mitgift,1762,Literaturhaus Frankfurt,"60311 Frankfurt, Schöne Aussicht 2",Donnerstag,2021-09-02,2021-09-02T16:57:02.913957Z
Jan Philipp Zymny - surREALITÄT,5014,Die Käs,"60316 Frankfurt am Main, Waldschmidtstr. 19",Donnerstag,2021-09-02,2021-09-02T16:57:02.913957Z
Kaisermarkt,1286,Kaisermarkt,"60329 Frankfurt am Main, Kaiserstraße 81",Donnerstag,2021-09-02,2021-09-02T16:57:02.913957Z
