eventtitle;views;place;address;eventday;eventdate;request
Wochenmarkt Sachsenhausen;212;Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Wochenmarkt und Markthalle Höchst;242;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Freitag;2022-04-08;2022-04-01T03:04:18.541713Z
Gibson Loves Saturdays;1161;Gibson Club;60313 Frankfurt am Main, Zeil 77;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Alter Ego;131;Bockenheimer Depot;60325 Frankfurt am Main, Carlo-Schmid-Platz 1;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Beatles Flower Power Show - Lonely Hearts Club Band;195;Comoedienhaus Wilhelmsbad;63454 Hanau, Parkpromenade 1;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Der diskrete Charme der Bourgeoisie;98;Schauspielhaus;60311 Frankfurt, Neue Mainzer Straße 17;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Die lange Subutex-Nacht;137;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Die Zeit, die Stadt und wir;190;BOX;60311 Frankfurt, Willy-Brandt-Platz;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Eine Stunde Ruhe;203;Kellertheater Frankfurt;60311 Frankfurt, Mainstraße 2;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Electric Grooves;206;Tanzhaus West/Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
English Comedy Night;100;MyStory;60314 Frankfurt am Main, Hanauer Landstraße 64;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Erzeugermarkt Konstablerwache;248;Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Glaabsbräu Braukurs;251;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Green World Tour Messe;55;Jahrhunderthalle Sommerwiese;65929 Frankfurt am Main, Pfaffenwiese 301;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Irgendwo auf der Welt - Eine Hommage an die jüdischen …;339;Theater Alte Brücke;60594 Frankfurt am Main, Kleine Brückenstraße 5;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Klassisches BrauErlebnis;222;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Kurparkführung mit Besichtigung der Russischen Kirche;351;Vor dem Kaiser-Wilhelm-Bad, Haupteingang;61348 Bad Homburg;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Latin Summer;402;Latin Palace Changó;60311 Frankfurt, Münchener Straße 57;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Liese-Lotte Lübke - und wenn schon...;254;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
LIZ - Lizzy auf Repeat Tour 2022;377;Das Bett;60326 Frankfurt am Main, Schmidtstraße 12;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Lohengrin;200;Oper;60311 Frankfurt, Willy-Brandt-Platz;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Nach Mitternacht;130;Kammerspiele;60311 Frankfurt, Neue Mainzer Straße 11;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Notorious;488;Cooky's;60311 Frankfurt, Am Salzhaus 4;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Penthouse Liebe;317;Adlib;60314 Frankfurt am Main, Schwedler Straße 8;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Peter Protschka Quartet;115;Jazzkeller Frankfurt;60313 Frankfurt am Main, Kleine Bockenheimer Str. 18;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Philip Bradatsch;127;Dreikönigskeller;60594 Frankfurt am Main, Färberstraße 71;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
saturdays.;262;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Skylight-Tour;345;Primus-Linie;60311 Frankfurt, Mainkai 36;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Urmel aus dem Eis;212;Papageno Musiktheater;60323 Frankfurt am Main, Palmengartenstraße 11a;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
VANO BAMBERGER & BAND - - Feiner deutscher Sinti –;618;Alte Ölmühle;63225 Langen, Fahrgasse 5;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Vitalic live - 20 Years;172;Zoom;60386 Frankfurt am Main, Carl-Benz-Straße 23;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
When In Rome - Fremde Liebe;101;FREUD;60313 Frankfurt am Main, Holzgraben 9;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Wochenmarkt Bornheim;251;Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
Wochenmarkt und Markthalle Höchst;217;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Samstag;2022-04-09;2022-04-01T03:04:20.316722Z
