eventtitle;views;place;address;eventday;eventdate;request
Rapunzel-Report - Stefani Kunkel;1042;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Schlager Dinnershow Unforgettable;2728;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Skylight-Tour;1963;Primus-Linie;60311 Frankfurt, Mainkai 36;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Studenten-Sinfonieorchester Marburg - Von Wien nach …;1007;Amphitheater;63454 Hanau, Philippsruher Allee 48;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
The Dust Coda;457;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
The Schick Sisters - Close Together;3386;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Ulisses Online Con 2021;4126;Ulisses Medien & Spiel Distribution GmbH;65529 Waldems, Industriestraße 11;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Velvet-Bar-Night;1272;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Wochenmarkt Bornheim;951;Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Wochenmarkt und Markthalle Höchst;1126;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Samstag;2021-10-02;2021-10-01T08:36:27.993025Z
Frankfurt Coffee Festival 2021;111389;Union Halle;60314 Frankfurt am Main, Hanauer Landstraße 188;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Familien Seewiesn-Hühnerberg Quintett Holtrio Live;182;Wirtshaus am See;63796 Kahl, Emmerichshofen 3;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
The Mystery Of Banksy - A Genius Mind;242432;Isarforum Deutsches Museum;80538 München, Ludwigsbrücke;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Bibi Blocksberg - Alles wie verhext! - Das Musical;1733;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Camera;161;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
FRAPORT SKYLINERS - EWE Baskets Oldenburg …;1108;Fraport Arena;65929 Frankfurt am Main, Silostraße 46;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Heiner Herbstvergnügen auf dem Messeplatz;538;Darmstadt Messplatz;64289 Darmstadt, Marburgerstraße;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
K13 Ausgezeichnet!;776;Kath. Kirche St. Peter und Paul;61476 Kronberg, Katharinenstraße 5;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Kammermusik | Romantik à la russe;1287;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Konzert: Mnevis;258;Hafen 2;63067 Offenbach, Nordring 129;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Max Barskih;5921;Stadthalle Offenbach;63071 Offenbach, Waldstraße 312;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Online Tour Bunte Götter;541;Liebieghaus Skulpturensammlung;60596 Frankfurt am Main, Schaumainkai 71;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Profiler Suzanne Grieger-Langer - Deppen-Detox-Tour;1853;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Ulisses Online Con 2021;3084;Ulisses Medien & Spiel Distribution GmbH;65529 Waldems, Industriestraße 11;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Von der Weltbedeutung des Operndaseins - Ein …;542;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Yoga;1242;Yachtklub;60594 Frankfurt am Main, Deutschherrnufer 12;Sonntag;2021-10-03;2021-10-01T08:36:29.542728Z
Fashion Now Days;779;Häuser der Mode;65760 Eschborn, Kölner Straße 1;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Angelika Klüssendorf - Vierunddreißigster September;820;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Heiner Herbstvergnügen auf dem Messeplatz;507;Darmstadt Messplatz;64289 Darmstadt, Marburgerstraße;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Kazy Lambist - Frankfurt - Zoom;277;Zoom Club;60313 Frankfurt am Main, Brönnerstraße 5-9;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Lucas Filmfestival: Nelly Rapp;225;Hafen 2;63067 Offenbach, Nordring 129;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Lucas Filmfestival: Shija the Rebel Fairy;228;Hafen 2;63067 Offenbach, Nordring 129;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Monday Mood;1499;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Profiler Suzanne Grieger-Langer - Deppen-Detox-Tour;1521;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Robert Jon and the Wreck;108;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Vernon Subutex Vol. II;534;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Montag;2021-10-04;2021-10-01T08:36:31.020298Z
Company Kart Cup;3414;No Limit;60433 Frankfurt am Main, August-Schanz-Straße 31a;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Lucas Filmfestival: Even Mice Belong in Heaven;519;Hafen 2;63067 Offenbach, Nordring 129;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Battery Experts Forum;1175;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Daniela Danz & Falk Zenker - Wildniß – Lesekonzert;407;Romanfabrik;60314 Frankfurt am Main, Hanauer Landstraße 186;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Fashion Now Days;203;Häuser der Mode;65760 Eschborn, Kölner Straße 1;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Heiner Herbstvergnügen auf dem Messeplatz;389;Darmstadt Messplatz;64289 Darmstadt, Marburgerstraße;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Josh Rouse + Vetiver - An evening with two troubadours;3592;Brotfabrik;60488 Frankfurt am Main, Bachmannstraße 2-4;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Klassisches BrauErlebnis;590;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Lucas Filmfestival: Mica;147;Hafen 2;63067 Offenbach, Nordring 129;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Monsieur Brezelberger - Wunder, Wahnsinn, Weltniveau;1056;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Profiler Suzanne Grieger-Langer - Deppen-Detox-Tour;1332;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Vernon Subutex Vol. II;571;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Wochenmarkt Sachsenhausen;583;Wochenmarkt Sachsenhausen;60594 Frankfurt am Main, Diesterwegplatz 50;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Wochenmarkt und Markthalle Höchst;560;Markthalle und Wochenmarkt Höchst;65929 Frankfurt am Main, Höchster Markt 6;Dienstag;2021-10-05;2021-10-01T08:36:32.648910Z
Blick nach vorn: eps ARENA SUMMIT;816;Deutsche Bank Park;60528 Frankfurt am Main, Mörfelder Lanstraße 362;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Wednesday Vibes;1544;Velvet Club;60311 Frankfurt, Weißfrauenstraße 12-16;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
3. Jobmesse Frankfurt;22532;Jahrhunderthalle;65929 Frankfurt am Main, Pfaffenwiese 301;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Alex Stolze (Bodi Bill);71;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Battery Experts Forum;1065;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Bodo Kirchhoff - Bericht zur Lage des Glücks;660;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Fashion Now Days;105;Häuser der Mode;65760 Eschborn, Kölner Straße 1;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Frankfurts größtes Speed Dating;494;H'ugo's Frankfurt;60311 Frankfurt, Neue Rothofstrasse 21;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Heiner Herbstvergnügen auf dem Messeplatz;174;Darmstadt Messplatz;64289 Darmstadt, Marburgerstraße;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Klassisches BrauErlebnis;243;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Lisa Fitz - Dauerbrenner - Das große Jubiläumsprogramm;1456;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
LIVE x WORAKLS;426;Tanzhaus West/Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Löwen Frankfurt;413;Löwen Frankfurt;60386 Frankfurt am Main, Am Bornheimer Hang 4;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Lucas Filmfestival: Beans;55;Hafen 2;63067 Offenbach, Nordring 129;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Martinsvierteler Markt;612;Riegerplatz;64289 Darmstadt;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Mathias Tretter: Sittenstrolch;371;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Online Tour Bunte Götter;361;Liebieghaus Skulpturensammlung;60596 Frankfurt am Main, Schaumainkai 71;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Wochenmarkt Bornheim;422;Wochenmarkt Bornheim;60385 Frankfurt am Main, Berger Straße 194;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Wochenmarkt Rödelheim;446;Wochenmarkt Rödelheim;60489 Frankfurt am Main, Arthur-Stern-Platz;Mittwoch;2021-10-06;2021-10-01T08:36:34.310288Z
Studienplatzbörse 👩‍🎓 @ BA Rhein-Main 🌆;1913;BA Rhein-Main;63322 Rödermark, Am Schwimmbad 3;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Addnfahrer - S' Lem is koa Nudlsubbn;1521;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Barbara Balldini - g'hörig durchgeknallt;1467;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Barock+ | Haydn & Bach;583;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Battery Experts Forum;963;Messe Frankfurt;60327 Frankfurt am Main, Ludwig-Erhard-Anlage 1;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Blick nach vorn: eps ARENA SUMMIT;133;Deutsche Bank Park;60528 Frankfurt am Main, Mörfelder Lanstraße 362;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Dr. Jan-Uwe Rogge;1325;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Dui do on de Sell - ..und du lach´sch halt!;1946;Hugenottenhalle;63263 Neu-Isenburg, Frankfurter Straße 152;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Erzeugermarkt Konstablerwache;524;Erzeugermarkt Konstablerwache;60313 Frankfurt am Main, Konstablerwache;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Fashion Now Days;105;Häuser der Mode;65760 Eschborn, Kölner Straße 1;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Heiner Herbstvergnügen auf dem Messeplatz;148;Darmstadt Messplatz;64289 Darmstadt, Marburgerstraße;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Isabel Varell - Ein aufregendes Leben;877;Schlosspark Rockenhausen;60316 Frankfurt am Main, Schlossstraße 8;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Kaisermarkt;477;Kaisermarkt;60329 Frankfurt am Main, Kaiserstraße 81;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Klassisches BrauErlebnis;348;Glaabsbräu GmbH & Co. KG;63500 Seligenstadt, Frankfurter Straße 9;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Lisa Fitz - Dauerbrenner - Das große Jubiläumsprogramm;1528;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Luis aus Südtirol - Weibernarrisch;1484;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Mariano Pensotti / Grupo Marea - Los años / Die Jahre;350;Mousonturm Saal;60316 Frankfurt am Main, Waldschmidtstraße 4;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Nanowar of Steel;69;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Oktoberfest - Bayrische Gemütlichkeit;750;Primus-Linie;60311 Frankfurt, Mainkai 36;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Schmiere-Ausstellung - Vom Wirtschaftswunder in die …;176;Die Schmiere;60311 Frankfurt, Seckbächer Gasse 4;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Stephan Masur´s Varieté Spektakel - Stephan Masur´s …;512;Stadthalle Hofheim am Taunus;65719 Hofheim, Chinonplatz 4;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Ugur Sahin und Özlem Türeci - Projekt Lightspeed. Der …;718;Literaturhaus Frankfurt;60311 Frankfurt, Schöne Aussicht 2;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Urban Club Band;1146;Gibson Club;60313 Frankfurt am Main, Zeil 77;Donnerstag;2021-10-07;2021-10-01T08:36:35.851530Z
Batschkapp Rocknacht;453;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Addnfahrer - S' Lem is koa Nudlsubbn;1716;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Alexander Schelle - Gehirnwäsche;1676;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Barbara Balldini - Dinner for Love;1549;Carl-Zuckmayer-Halle;55299 Nackenheim, Lörzweiler Straße 15;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Barock+ | Haydn & Händel;701;Großer Sendesaal des hessischen Rundfunks;60320 Frankfurt am Main, Bertramstraße 8;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Batschkapp Sommergarten!;743;Batschkapp;60388 Frankfurt am Main, Gwinnerstraße 5;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
BIn nebenan;455;Stalburg Theater;60318 Frankfurt am Main, Glauburgstraße 80;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Blumenmarkt Liebfrauenberg;576;Liebfrauenberg;60313 Frankfurt am Main, Liebfrauenberg;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Comedy Dinner  Männer, Technik & Migräne;1677;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Falsche Schlange - Falsche Schlange;647;Stadthalle Hofheim am Taunus;65719 Hofheim, Chinonplatz 4;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Fashion Now Days;224;Häuser der Mode;65760 Eschborn, Kölner Straße 1;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Festival der Travestie - Maria Crohn & Friends;1697;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Gallusmarkt;649;Gallusmarkt;60326 Frankfurt am Main, Frankenallee 183;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
GG Vybe: La Haine (OmU), anschl. Klubnacht;157;Hafen 2;63067 Offenbach, Nordring 129;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Heiner Herbstvergnügen auf dem Messeplatz;242;Darmstadt Messplatz;64289 Darmstadt, Marburgerstraße;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Herbert Pixner Projekt;2343;Hugenottenhalle;63263 Neu-Isenburg, Frankfurter Straße 152;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
ICHI ICHI x Lügen/Riot Spears / Egonx/Lobsterbomb/Hot …;208;Milchsackfabrik / Tanzhaus West & Dora Brilliant;60327 Frankfurt am Main, Gutleutstraße 294;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Irish & American Folk Night - Bluebeards;1687;Jahnturnhalle;64521 Groß-Gerau, Jahnstraße;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
Jochen Döring - Germany´s next Opferklaus;1259;Die Käs;60316 Frankfurt am Main, Waldschmidtstr. 19;Freitag;2021-10-08;2021-10-01T08:36:37.478433Z
