parkingAreaOccupancy,parkingAreaStatusTime,parkingAreaTotalNumberOfVacantParkingSpaces,totalParkingCapacityLongTermOverride,totalParkingCapacityShortTermOverride,id,TIME
0.2263789,2021-06-24T17:48:00Z,1613,75,2085,2[Zeil],2021-06-24T17:47:00.382Z
0.7953668,2021-06-24T17:53:00Z,265,0,1295,1[Anlagenring],2021-06-24T17:52:02.184Z
0.2620321,2021-06-24T17:53:00Z,552,0,748,4[Bahnhofsviertel],2021-06-24T17:52:02.184Z
0.5360324,2021-06-24T17:53:00Z,573,0,1235,5[Dom / Römer],2021-06-24T17:52:02.184Z
0.22398081,2021-06-24T17:53:00Z,1618,75,2085,2[Zeil],2021-06-24T17:52:02.184Z
0.7915058,2021-06-24T18:18:00Z,270,0,1295,1[Anlagenring],2021-06-24T18:17:02.021Z
0.24732621,2021-06-24T18:18:00Z,563,0,748,4[Bahnhofsviertel],2021-06-24T18:17:02.021Z
0.47206476,2021-06-24T18:18:00Z,652,0,1235,5[Dom / Römer],2021-06-24T18:17:02.021Z
0.20431654,2021-06-24T18:18:00Z,1659,75,2085,2[Zeil],2021-06-24T18:17:02.021Z
0.7853282,2021-06-24T18:44:00Z,278,0,1295,1[Anlagenring],2021-06-24T18:42:01.425Z
0.24197862,2021-06-24T18:44:00Z,567,0,748,4[Bahnhofsviertel],2021-06-24T18:42:01.425Z
0.448583,2021-06-24T18:44:00Z,681,0,1235,5[Dom / Römer],2021-06-24T18:42:01.425Z
0.18896882,2021-06-24T18:44:00Z,1691,75,2085,2[Zeil],2021-06-24T18:42:01.425Z
0.7861004,2021-06-24T18:54:00Z,277,0,1295,1[Anlagenring],2021-06-24T18:52:02.130Z
0.24064171,2021-06-24T18:54:00Z,568,0,748,4[Bahnhofsviertel],2021-06-24T18:52:02.130Z
0.43724698,2021-06-24T18:54:00Z,695,0,1235,5[Dom / Römer],2021-06-24T18:52:02.130Z
0.18273382,2021-06-24T18:54:00Z,1704,75,2085,2[Zeil],2021-06-24T18:52:02.130Z
0.7822394,2021-06-24T19:14:00Z,282,0,1295,1[Anlagenring],2021-06-24T19:12:01.144Z
0.23930481,2021-06-24T19:14:00Z,569,0,748,4[Bahnhofsviertel],2021-06-24T19:12:01.144Z
0.43157893,2021-06-24T19:14:00Z,702,0,1235,5[Dom / Römer],2021-06-24T19:12:01.144Z
0.17410073,2021-06-24T19:14:00Z,1722,75,2085,2[Zeil],2021-06-24T19:12:01.144Z
0.77837837,2021-06-24T19:25:00Z,287,0,1295,1[Anlagenring],2021-06-24T19:22:02.200Z
0.23796791,2021-06-24T19:25:00Z,570,0,748,4[Bahnhofsviertel],2021-06-24T19:22:02.200Z
0.4234818,2021-06-24T19:25:00Z,712,0,1235,5[Dom / Römer],2021-06-24T19:22:02.200Z
0.17218225,2021-06-24T19:25:00Z,1726,75,2085,2[Zeil],2021-06-24T19:22:02.200Z
0.7760618,2021-06-24T19:35:00Z,290,0,1295,1[Anlagenring],2021-06-24T19:32:02.755Z
0.23663102,2021-06-24T19:35:00Z,571,0,748,4[Bahnhofsviertel],2021-06-24T19:32:02.755Z
0.4145749,2021-06-24T19:35:00Z,723,0,1235,5[Dom / Römer],2021-06-24T19:32:02.755Z
0.17026378,2021-06-24T19:35:00Z,1730,75,2085,2[Zeil],2021-06-24T19:32:02.755Z
0.7714286,2021-06-24T19:45:00Z,296,0,1295,1[Anlagenring],2021-06-24T19:42:01.070Z
0.23395722,2021-06-24T19:45:00Z,573,0,748,4[Bahnhofsviertel],2021-06-24T19:42:01.070Z
0.4097166,2021-06-24T19:45:00Z,729,0,1235,5[Dom / Römer],2021-06-24T19:42:01.070Z
0.16786571,2021-06-24T19:45:00Z,1735,75,2085,2[Zeil],2021-06-24T19:42:01.070Z
0.76833975,2021-06-24T19:55:00Z,300,0,1295,1[Anlagenring],2021-06-24T19:52:02.471Z
0.23663102,2021-06-24T19:55:00Z,571,0,748,4[Bahnhofsviertel],2021-06-24T19:52:02.471Z
0.4048583,2021-06-24T19:55:00Z,735,0,1235,5[Dom / Römer],2021-06-24T19:52:02.471Z
0.16690648,2021-06-24T19:55:00Z,1737,75,2085,2[Zeil],2021-06-24T19:52:02.471Z
0.76447874,2021-06-24T20:05:00Z,305,0,1295,1[Anlagenring],2021-06-24T20:02:00.723Z
0.23529412,2021-06-24T20:05:00Z,572,0,748,4[Bahnhofsviertel],2021-06-24T20:02:00.723Z
0.39919028,2021-06-24T20:05:00Z,742,0,1235,5[Dom / Römer],2021-06-24T20:02:00.723Z
0.16450839,2021-06-24T20:05:00Z,1742,75,2085,2[Zeil],2021-06-24T20:02:00.723Z
0.75984555,2021-06-24T20:26:00Z,311,0,1295,1[Anlagenring],2021-06-24T20:22:01.564Z
0.23663102,2021-06-24T20:26:00Z,571,0,748,4[Bahnhofsviertel],2021-06-24T20:22:01.564Z
0.38866398,2021-06-24T20:26:00Z,755,0,1235,5[Dom / Römer],2021-06-24T20:22:01.564Z
0.16115108,2021-06-24T20:26:00Z,1749,75,2085,2[Zeil],2021-06-24T20:22:01.564Z
0.75521237,2021-06-24T20:36:00Z,317,0,1295,1[Anlagenring],2021-06-24T20:32:00.913Z
0.23529412,2021-06-24T20:36:00Z,572,0,748,4[Bahnhofsviertel],2021-06-24T20:32:00.913Z
0.3805668,2021-06-24T20:36:00Z,765,0,1235,5[Dom / Römer],2021-06-24T20:32:00.913Z
0.16067146,2021-06-24T20:36:00Z,1750,75,2085,2[Zeil],2021-06-24T20:32:00.913Z
0.75366795,2021-06-24T20:46:00Z,319,0,1295,1[Anlagenring],2021-06-24T20:42:00.583Z
0.23395722,2021-06-24T20:46:00Z,573,0,748,4[Bahnhofsviertel],2021-06-24T20:42:00.583Z
0.37813765,2021-06-24T20:46:00Z,768,0,1235,5[Dom / Römer],2021-06-24T20:42:00.583Z
0.16019185,2021-06-24T20:46:00Z,1751,75,2085,2[Zeil],2021-06-24T20:42:00.583Z
0.75212353,2021-06-24T20:51:00Z,321,0,1295,1[Anlagenring],2021-06-24T20:52:00.596Z
0.23262031,2021-06-24T20:51:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T20:52:00.596Z
0.37732795,2021-06-24T20:51:00Z,769,0,1235,5[Dom / Römer],2021-06-24T20:52:00.596Z
0.15923262,2021-06-24T20:51:00Z,1753,75,2085,2[Zeil],2021-06-24T20:52:00.596Z
0.75135136,2021-06-24T20:56:00Z,322,0,1295,1[Anlagenring],2021-06-24T20:57:02.692Z
0.23395722,2021-06-24T20:56:00Z,573,0,748,4[Bahnhofsviertel],2021-06-24T20:57:02.692Z
0.3748988,2021-06-24T20:56:00Z,772,0,1235,5[Dom / Römer],2021-06-24T20:57:02.692Z
0.158753,2021-06-24T20:56:00Z,1754,75,2085,2[Zeil],2021-06-24T20:57:02.692Z
0.74749035,2021-06-24T21:22:00Z,327,0,1295,1[Anlagenring],2021-06-24T21:22:01.273Z
0.23663102,2021-06-24T21:22:00Z,571,0,748,4[Bahnhofsviertel],2021-06-24T21:22:01.273Z
0.36437246,2021-06-24T21:22:00Z,785,0,1235,5[Dom / Römer],2021-06-24T21:22:01.273Z
0.13576415,2021-06-24T21:22:00Z,1114,0,1289,2[Zeil],2021-06-24T21:22:01.273Z
0.74362934,2021-06-24T21:43:00Z,332,0,1295,1[Anlagenring],2021-06-24T21:42:01.093Z
0.23529412,2021-06-24T21:43:00Z,572,0,748,4[Bahnhofsviertel],2021-06-24T21:42:01.093Z
0.3611336,2021-06-24T21:43:00Z,789,0,1235,5[Dom / Römer],2021-06-24T21:42:01.093Z
0.15539569,2021-06-24T21:43:00Z,1761,75,2085,2[Zeil],2021-06-24T21:42:01.093Z
0.7420849,2021-06-24T21:53:00Z,334,0,1295,1[Anlagenring],2021-06-24T21:52:01.582Z
0.23529412,2021-06-24T21:53:00Z,572,0,748,4[Bahnhofsviertel],2021-06-24T21:52:01.582Z
0.35789475,2021-06-24T21:53:00Z,793,0,1235,5[Dom / Römer],2021-06-24T21:52:01.582Z
0.15395683,2021-06-24T21:53:00Z,1764,75,2085,2[Zeil],2021-06-24T21:52:01.582Z
0.73513514,2021-06-24T22:34:00Z,343,0,1295,1[Anlagenring],2021-06-24T22:32:00.767Z
0.23262031,2021-06-24T22:34:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T22:32:00.767Z
0.351417,2021-06-24T22:34:00Z,801,0,1235,5[Dom / Römer],2021-06-24T22:32:00.767Z
0.11672598,2021-06-24T22:34:00Z,1241,75,1405,2[Zeil],2021-06-24T22:32:00.767Z
0.7320463,2021-06-24T22:44:00Z,347,0,1295,1[Anlagenring],2021-06-24T22:42:01.739Z
0.23262031,2021-06-24T22:44:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T22:42:01.739Z
0.34979758,2021-06-24T22:44:00Z,803,0,1235,5[Dom / Römer],2021-06-24T22:42:01.739Z
0.11672598,2021-06-24T22:44:00Z,1241,75,1405,2[Zeil],2021-06-24T22:42:01.739Z
0.7320463,2021-06-24T22:54:00Z,347,0,1295,1[Anlagenring],2021-06-24T22:52:00.386Z
0.23262031,2021-06-24T22:54:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T22:52:00.386Z
0.35060728,2021-06-24T22:54:00Z,802,0,1235,5[Dom / Römer],2021-06-24T22:52:00.386Z
0.116014235,2021-06-24T22:54:00Z,1242,75,1405,2[Zeil],2021-06-24T22:52:00.386Z
0.7320463,2021-06-24T23:04:00Z,347,0,1295,1[Anlagenring],2021-06-24T23:02:01.012Z
0.23262031,2021-06-24T23:04:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T23:02:01.012Z
0.35060728,2021-06-24T23:04:00Z,802,0,1235,5[Dom / Römer],2021-06-24T23:02:01.012Z
0.11672598,2021-06-24T23:04:00Z,1241,75,1405,2[Zeil],2021-06-24T23:02:01.012Z
0.73050195,2021-06-24T23:30:00Z,349,0,1295,1[Anlagenring],2021-06-24T23:27:02.326Z
0.23262031,2021-06-24T23:30:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T23:27:02.326Z
0.34898785,2021-06-24T23:30:00Z,804,0,1235,5[Dom / Römer],2021-06-24T23:27:02.326Z
0.11672598,2021-06-24T23:30:00Z,1241,75,1405,2[Zeil],2021-06-24T23:27:02.326Z
0.7297297,2021-06-24T23:40:00Z,350,0,1295,1[Anlagenring],2021-06-24T23:37:01.621Z
0.23262031,2021-06-24T23:40:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T23:37:01.621Z
0.34898785,2021-06-24T23:40:00Z,804,0,1235,5[Dom / Römer],2021-06-24T23:37:01.621Z
0.11672598,2021-06-24T23:40:00Z,1241,75,1405,2[Zeil],2021-06-24T23:37:01.621Z
0.72895753,2021-06-24T23:50:00Z,351,0,1295,1[Anlagenring],2021-06-24T23:47:01.176Z
0.23262031,2021-06-24T23:50:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T23:47:01.176Z
0.3465587,2021-06-24T23:50:00Z,807,0,1235,5[Dom / Römer],2021-06-24T23:47:01.176Z
0.11672598,2021-06-24T23:50:00Z,1241,75,1405,2[Zeil],2021-06-24T23:47:01.176Z
0.72895753,2021-06-24T23:56:00Z,351,0,1295,1[Anlagenring],2021-06-24T23:57:00.996Z
0.23262031,2021-06-24T23:56:00Z,574,0,748,4[Bahnhofsviertel],2021-06-24T23:57:00.996Z
0.3465587,2021-06-24T23:56:00Z,807,0,1235,5[Dom / Römer],2021-06-24T23:57:00.996Z
0.11743772,2021-06-24T23:56:00Z,1240,75,1405,2[Zeil],2021-06-24T23:57:00.996Z
0.7274131,2021-06-25T01:02:00Z,353,0,1295,1[Anlagenring],2021-06-25T01:02:01.429Z
0.23262031,2021-06-25T01:02:00Z,574,0,748,4[Bahnhofsviertel],2021-06-25T01:02:01.429Z
0.34493926,2021-06-25T01:02:00Z,809,0,1235,5[Dom / Römer],2021-06-25T01:02:01.429Z
0.116014235,2021-06-25T01:02:00Z,1242,75,1405,2[Zeil],2021-06-25T01:02:01.429Z
0.7274131,2021-06-25T02:08:00Z,353,0,1295,1[Anlagenring],2021-06-25T02:07:00.176Z
0.23262031,2021-06-25T02:08:00Z,574,0,748,4[Bahnhofsviertel],2021-06-25T02:07:00.176Z
0.34412956,2021-06-25T02:08:00Z,810,0,1235,5[Dom / Römer],2021-06-25T02:07:00.176Z
0.11530249,2021-06-25T02:08:00Z,1243,75,1405,2[Zeil],2021-06-25T02:07:00.176Z
0.7274131,2021-06-25T02:37:00Z,353,0,1295,1[Anlagenring],2021-06-25T02:37:02.812Z
0.23395722,2021-06-25T02:37:00Z,573,0,748,4[Bahnhofsviertel],2021-06-25T02:37:02.812Z
0.34331983,2021-06-25T02:37:00Z,811,0,1235,5[Dom / Römer],2021-06-25T02:37:02.812Z
0.11672598,2021-06-25T02:37:00Z,1241,75,1405,2[Zeil],2021-06-25T02:37:02.812Z
0.7274131,2021-06-25T02:58:00Z,353,0,1295,1[Anlagenring],2021-06-25T02:57:01.819Z
0.23395722,2021-06-25T02:58:00Z,573,0,748,4[Bahnhofsviertel],2021-06-25T02:57:01.819Z
0.34331983,2021-06-25T02:58:00Z,811,0,1235,5[Dom / Römer],2021-06-25T02:57:01.819Z
0.11672598,2021-06-25T02:58:00Z,1241,75,1405,2[Zeil],2021-06-25T02:57:01.819Z
0.7274131,2021-06-25T03:13:00Z,353,0,1295,1[Anlagenring],2021-06-25T03:12:00.591Z
0.23395722,2021-06-25T03:13:00Z,573,0,748,4[Bahnhofsviertel],2021-06-25T03:12:00.591Z
0.34412956,2021-06-25T03:13:00Z,810,0,1235,5[Dom / Römer],2021-06-25T03:12:00.591Z
0.117142856,2021-06-25T03:13:00Z,1236,75,1400,2[Zeil],2021-06-25T03:12:00.591Z
0.7274131,2021-06-25T03:33:00Z,353,0,1295,1[Anlagenring],2021-06-25T03:32:02.098Z
0.23663102,2021-06-25T03:33:00Z,571,0,748,4[Bahnhofsviertel],2021-06-25T03:32:02.098Z
0.34331983,2021-06-25T03:33:00Z,811,0,1235,5[Dom / Römer],2021-06-25T03:32:02.098Z
0.117142856,2021-06-25T03:33:00Z,1236,75,1400,2[Zeil],2021-06-25T03:32:02.098Z
0.72664094,2021-06-25T03:48:00Z,354,0,1295,1[Anlagenring],2021-06-25T03:47:01.445Z
0.23796791,2021-06-25T03:48:00Z,570,0,748,4[Bahnhofsviertel],2021-06-25T03:47:01.445Z
0.34251013,2021-06-25T03:48:00Z,812,0,1235,5[Dom / Römer],2021-06-25T03:47:01.445Z
0.11928572,2021-06-25T03:48:00Z,1233,75,1400,2[Zeil],2021-06-25T03:47:01.445Z
0.7274131,2021-06-25T03:58:00Z,353,0,1295,1[Anlagenring],2021-06-25T03:57:01.871Z
0.24197862,2021-06-25T03:58:00Z,567,0,748,4[Bahnhofsviertel],2021-06-25T03:57:01.871Z
0.34251013,2021-06-25T03:58:00Z,812,0,1235,5[Dom / Römer],2021-06-25T03:57:01.871Z
0.12,2021-06-25T03:58:00Z,1232,75,1400,2[Zeil],2021-06-25T03:57:01.871Z
0.72818536,2021-06-25T04:28:00Z,352,0,1295,1[Anlagenring],2021-06-25T04:27:00.633Z
0.25534758,2021-06-25T04:28:00Z,557,0,748,4[Bahnhofsviertel],2021-06-25T04:27:00.633Z
0.3465587,2021-06-25T04:28:00Z,807,0,1235,5[Dom / Römer],2021-06-25T04:27:00.633Z
0.16730769,2021-06-25T04:28:00Z,1732,75,2080,2[Zeil],2021-06-25T04:27:00.633Z
0.7297297,2021-06-25T04:48:00Z,350,0,1295,1[Anlagenring],2021-06-25T04:47:01.883Z
0.2620321,2021-06-25T04:48:00Z,552,0,748,4[Bahnhofsviertel],2021-06-25T04:47:01.883Z
0.35060728,2021-06-25T04:48:00Z,802,0,1235,5[Dom / Römer],2021-06-25T04:47:01.883Z
0.16730769,2021-06-25T04:48:00Z,1732,75,2080,2[Zeil],2021-06-25T04:47:01.883Z
0.7320463,2021-06-25T05:03:00Z,347,0,1295,1[Anlagenring],2021-06-25T05:02:01.672Z
0.26737967,2021-06-25T05:03:00Z,548,0,748,4[Bahnhofsviertel],2021-06-25T05:02:01.672Z
0.351417,2021-06-25T05:03:00Z,801,0,1235,5[Dom / Römer],2021-06-25T05:02:01.672Z
0.18752255,2021-06-25T05:03:00Z,2253,75,2773,2[Zeil],2021-06-25T05:02:01.672Z
0.73281854,2021-06-25T05:18:00Z,346,0,1295,1[Anlagenring],2021-06-25T05:17:02.106Z
0.27139038,2021-06-25T05:18:00Z,545,0,748,4[Bahnhofsviertel],2021-06-25T05:17:02.106Z
0.35465586,2021-06-25T05:18:00Z,797,0,1235,5[Dom / Römer],2021-06-25T05:17:02.106Z
0.19184998,2021-06-25T05:18:00Z,2241,75,2773,2[Zeil],2021-06-25T05:17:02.106Z
0.7320463,2021-06-25T05:28:00Z,347,0,1295,1[Anlagenring],2021-06-25T05:27:02.466Z
0.27139038,2021-06-25T05:28:00Z,545,0,748,4[Bahnhofsviertel],2021-06-25T05:27:02.466Z
0.35303643,2021-06-25T05:28:00Z,799,0,1235,5[Dom / Römer],2021-06-25T05:27:02.466Z
0.19473495,2021-06-25T05:28:00Z,2233,75,2773,2[Zeil],2021-06-25T05:27:02.466Z
0.7335907,2021-06-25T05:43:00Z,345,0,1295,1[Anlagenring],2021-06-25T05:42:01.320Z
0.27807486,2021-06-25T05:43:00Z,540,0,748,4[Bahnhofsviertel],2021-06-25T05:42:01.320Z
0.3554656,2021-06-25T05:43:00Z,796,0,1235,5[Dom / Römer],2021-06-25T05:42:01.320Z
0.20050487,2021-06-25T05:43:00Z,2217,75,2773,2[Zeil],2021-06-25T05:42:01.320Z
0.73436296,2021-06-25T05:48:00Z,344,0,1295,1[Anlagenring],2021-06-25T05:47:00.373Z
0.27941176,2021-06-25T05:48:00Z,539,0,748,4[Bahnhofsviertel],2021-06-25T05:47:00.373Z
0.35870445,2021-06-25T05:48:00Z,792,0,1235,5[Dom / Römer],2021-06-25T05:47:00.373Z
0.20302922,2021-06-25T05:48:00Z,2210,75,2773,2[Zeil],2021-06-25T05:47:00.373Z
0.73667955,2021-06-25T05:59:00Z,341,0,1295,1[Anlagenring],2021-06-25T05:57:00.793Z
0.28342247,2021-06-25T05:59:00Z,536,0,748,4[Bahnhofsviertel],2021-06-25T05:57:00.793Z
0.36437246,2021-06-25T05:59:00Z,785,0,1235,5[Dom / Römer],2021-06-25T05:57:00.793Z
0.21240534,2021-06-25T05:59:00Z,2184,75,2773,2[Zeil],2021-06-25T05:57:00.793Z
0.7482625,2021-06-25T06:28:00Z,326,0,1295,1[Anlagenring],2021-06-25T06:27:00.152Z
0.32085562,2021-06-25T06:28:00Z,508,0,748,4[Bahnhofsviertel],2021-06-25T06:27:00.152Z
0.39190283,2021-06-25T06:28:00Z,751,0,1235,5[Dom / Römer],2021-06-25T06:27:00.152Z
0.24233682,2021-06-25T06:28:00Z,2101,75,2773,2[Zeil],2021-06-25T06:27:00.152Z
0.75598454,2021-06-25T06:54:00Z,316,0,1295,1[Anlagenring],2021-06-25T06:52:02.575Z
0.3542781,2021-06-25T06:54:00Z,483,0,748,4[Bahnhofsviertel],2021-06-25T06:52:02.575Z
0.4105263,2021-06-25T06:54:00Z,728,0,1235,5[Dom / Römer],2021-06-25T06:52:02.575Z
0.26974395,2021-06-25T06:54:00Z,2025,75,2773,2[Zeil],2021-06-25T06:52:02.575Z
0.76061773,2021-06-25T07:04:00Z,310,0,1295,1[Anlagenring],2021-06-25T07:02:00.146Z
0.36631015,2021-06-25T07:04:00Z,474,0,748,4[Bahnhofsviertel],2021-06-25T07:02:00.146Z
0.42834008,2021-06-25T07:04:00Z,706,0,1235,5[Dom / Römer],2021-06-25T07:02:00.146Z
0.28344753,2021-06-25T07:04:00Z,1987,75,2773,2[Zeil],2021-06-25T07:02:00.146Z
0.769112,2021-06-25T07:24:00Z,299,0,1295,1[Anlagenring],2021-06-25T07:22:01.601Z
0.38235295,2021-06-25T07:24:00Z,462,0,748,4[Bahnhofsviertel],2021-06-25T07:22:01.601Z
0.45101213,2021-06-25T07:24:00Z,678,0,1235,5[Dom / Römer],2021-06-25T07:22:01.601Z
0.30183917,2021-06-25T07:24:00Z,1936,75,2773,2[Zeil],2021-06-25T07:22:01.601Z
0.7737452,2021-06-25T07:34:00Z,293,0,1295,1[Anlagenring],2021-06-25T07:32:01.846Z
0.38770053,2021-06-25T07:34:00Z,458,0,748,4[Bahnhofsviertel],2021-06-25T07:32:01.846Z
0.47044533,2021-06-25T07:34:00Z,654,0,1235,5[Dom / Römer],2021-06-25T07:32:01.846Z
0.31410027,2021-06-25T07:34:00Z,1902,75,2773,2[Zeil],2021-06-25T07:32:01.846Z
0.784556,2021-06-25T07:44:00Z,279,0,1295,1[Anlagenring],2021-06-25T07:42:02.128Z
0.3957219,2021-06-25T07:44:00Z,452,0,748,4[Bahnhofsviertel],2021-06-25T07:42:02.128Z
0.48178136,2021-06-25T07:44:00Z,640,0,1235,5[Dom / Römer],2021-06-25T07:42:02.128Z
0.32888567,2021-06-25T07:44:00Z,1861,75,2773,2[Zeil],2021-06-25T07:42:02.128Z
0.79305017,2021-06-25T07:54:00Z,268,0,1295,1[Anlagenring],2021-06-25T07:52:00.077Z
0.40374333,2021-06-25T07:54:00Z,446,0,748,4[Bahnhofsviertel],2021-06-25T07:52:00.077Z
0.49635628,2021-06-25T07:54:00Z,622,0,1235,5[Dom / Römer],2021-06-25T07:52:00.077Z
0.3397043,2021-06-25T07:54:00Z,1831,75,2773,2[Zeil],2021-06-25T07:52:00.077Z
0.8023166,2021-06-25T08:04:00Z,256,0,1295,1[Anlagenring],2021-06-25T08:02:00.974Z
0.4104278,2021-06-25T08:04:00Z,441,0,748,4[Bahnhofsviertel],2021-06-25T08:02:00.974Z
0.5222672,2021-06-25T08:04:00Z,590,0,1235,5[Dom / Römer],2021-06-25T08:02:00.974Z
0.3595384,2021-06-25T08:04:00Z,1776,75,2773,2[Zeil],2021-06-25T08:02:00.974Z
0.82007724,2021-06-25T08:29:00Z,233,0,1295,1[Anlagenring],2021-06-25T08:27:01.554Z
0.4184492,2021-06-25T08:29:00Z,435,0,748,4[Bahnhofsviertel],2021-06-25T08:27:01.554Z
0.5967611,2021-06-25T08:29:00Z,498,0,1235,5[Dom / Römer],2021-06-25T08:27:01.554Z
0.398846,2021-06-25T08:29:00Z,1667,75,2773,2[Zeil],2021-06-25T08:27:01.554Z
0.8316602,2021-06-25T08:45:00Z,218,0,1295,1[Anlagenring],2021-06-25T08:42:00.659Z
0.4224599,2021-06-25T08:45:00Z,432,0,748,4[Bahnhofsviertel],2021-06-25T08:42:00.659Z
0.6421053,2021-06-25T08:45:00Z,442,0,1235,5[Dom / Römer],2021-06-25T08:42:00.659Z
0.41399208,2021-06-25T08:45:00Z,1625,75,2773,2[Zeil],2021-06-25T08:42:00.659Z
0.8355212,2021-06-25T08:55:00Z,213,0,1295,1[Anlagenring],2021-06-25T08:52:01.661Z
0.4237968,2021-06-25T08:55:00Z,431,0,748,4[Bahnhofsviertel],2021-06-25T08:52:01.661Z
0.6639676,2021-06-25T08:55:00Z,415,0,1235,5[Dom / Römer],2021-06-25T08:52:01.661Z
0.42625317,2021-06-25T08:55:00Z,1591,75,2773,2[Zeil],2021-06-25T08:52:01.661Z
0.84015447,2021-06-25T09:10:00Z,207,0,1295,1[Anlagenring],2021-06-25T09:07:01.159Z
0.42513368,2021-06-25T09:10:00Z,430,0,748,4[Bahnhofsviertel],2021-06-25T09:07:01.159Z
0.6987854,2021-06-25T09:10:00Z,372,0,1235,5[Dom / Römer],2021-06-25T09:07:01.159Z
0.42805627,2021-06-25T09:10:00Z,1586,75,2773,2[Zeil],2021-06-25T09:07:01.159Z
0.82768166,2021-06-25T09:35:00Z,249,200,1445,1[Anlagenring],2021-06-25T09:32:01.160Z
0.42513368,2021-06-25T09:35:00Z,430,0,748,4[Bahnhofsviertel],2021-06-25T09:32:01.160Z
0.73603237,2021-06-25T09:35:00Z,326,0,1235,5[Dom / Römer],2021-06-25T09:32:01.160Z
0.4206576,2021-06-25T09:35:00Z,1621,60,2798,2[Zeil],2021-06-25T09:32:01.160Z
