parkingAreaOccupancy,parkingAreaStatusTime,parkingAreaTotalNumberOfVacantParkingSpaces,totalParkingCapacityLongTermOverride,totalParkingCapacityShortTermOverride,id,TIME
0.5544419,2021-09-01T08:35:00Z,978,70,2195,2[Zeil],2021-09-01T08:32:00.402Z
0.64855075,2021-09-01T08:50:00Z,194,200,552,1[Anlagenring],2021-09-01T08:47:00.226Z
0.3791209,2021-09-01T08:50:00Z,226,0,364,4[Bahnhofsviertel],2021-09-01T08:47:00.226Z
0.63481784,2021-09-01T08:50:00Z,451,0,1235,5[Dom / Römer],2021-09-01T08:47:00.226Z
0.5658314,2021-09-01T08:50:00Z,953,70,2195,2[Zeil],2021-09-01T08:47:00.226Z
0.6757246,2021-09-01T09:00:00Z,179,200,552,1[Anlagenring],2021-09-01T08:57:02.121Z
0.38186812,2021-09-01T09:00:00Z,225,0,364,4[Bahnhofsviertel],2021-09-01T08:57:02.121Z
0.659919,2021-09-01T09:00:00Z,420,0,1235,5[Dom / Römer],2021-09-01T08:57:02.121Z
0.57038724,2021-09-01T09:00:00Z,943,70,2195,2[Zeil],2021-09-01T08:57:02.121Z
0.7246377,2021-09-01T09:20:00Z,152,200,552,1[Anlagenring],2021-09-01T09:17:02.604Z
0.38186812,2021-09-01T09:20:00Z,225,0,364,4[Bahnhofsviertel],2021-09-01T09:17:02.604Z
0.6963563,2021-09-01T09:20:00Z,375,0,1235,5[Dom / Römer],2021-09-01T09:17:02.604Z
0.57767653,2021-09-01T09:20:00Z,927,70,2195,2[Zeil],2021-09-01T09:17:02.604Z
0.740942,2021-09-01T09:35:00Z,143,200,552,1[Anlagenring],2021-09-01T09:32:01.058Z
0.38736263,2021-09-01T09:35:00Z,223,0,364,4[Bahnhofsviertel],2021-09-01T09:32:01.058Z
0.72388667,2021-09-01T09:35:00Z,341,0,1235,5[Dom / Römer],2021-09-01T09:32:01.058Z
0.58405465,2021-09-01T09:35:00Z,913,70,2195,2[Zeil],2021-09-01T09:32:01.058Z
0.759058,2021-09-01T09:46:00Z,133,200,552,1[Anlagenring],2021-09-01T09:42:01.478Z
0.3846154,2021-09-01T09:46:00Z,224,0,364,4[Bahnhofsviertel],2021-09-01T09:42:01.478Z
0.7473684,2021-09-01T09:46:00Z,312,0,1235,5[Dom / Römer],2021-09-01T09:42:01.478Z
0.57995445,2021-09-01T09:46:00Z,922,70,2195,2[Zeil],2021-09-01T09:42:01.478Z
0.7554348,2021-09-01T09:55:00Z,135,200,552,1[Anlagenring],2021-09-01T09:52:00.988Z
0.38736263,2021-09-01T09:55:00Z,223,0,364,4[Bahnhofsviertel],2021-09-01T09:52:00.988Z
0.7587044,2021-09-01T09:55:00Z,298,0,1235,5[Dom / Römer],2021-09-01T09:52:00.988Z
0.58451027,2021-09-01T09:55:00Z,912,70,2195,2[Zeil],2021-09-01T09:52:00.988Z
0.7807971,2021-09-01T10:16:00Z,121,200,552,1[Anlagenring],2021-09-01T10:12:01.341Z
0.3956044,2021-09-01T10:16:00Z,220,0,364,4[Bahnhofsviertel],2021-09-01T10:12:01.341Z
0.79190284,2021-09-01T10:16:00Z,257,0,1235,5[Dom / Römer],2021-09-01T10:12:01.341Z
0.59134394,2021-09-01T10:16:00Z,897,70,2195,2[Zeil],2021-09-01T10:12:01.341Z
0.80253625,2021-09-01T10:36:00Z,109,200,552,1[Anlagenring],2021-09-01T10:32:01.978Z
0.39285713,2021-09-01T10:36:00Z,221,0,364,4[Bahnhofsviertel],2021-09-01T10:32:01.978Z
0.79352224,2021-09-01T10:36:00Z,255,0,1235,5[Dom / Römer],2021-09-01T10:32:01.978Z
0.58314353,2021-09-01T10:36:00Z,915,70,2195,2[Zeil],2021-09-01T10:32:01.978Z
0.82246375,2021-09-01T10:51:00Z,98,200,552,1[Anlagenring],2021-09-01T10:47:00.084Z
0.4010989,2021-09-01T10:51:00Z,218,0,364,4[Bahnhofsviertel],2021-09-01T10:47:00.084Z
0.8016194,2021-09-01T10:51:00Z,245,0,1235,5[Dom / Römer],2021-09-01T10:47:00.084Z
0.5808656,2021-09-01T10:51:00Z,920,70,2195,2[Zeil],2021-09-01T10:47:00.084Z
0.8423913,2021-09-01T11:01:00Z,87,200,552,1[Anlagenring],2021-09-01T10:57:02.932Z
0.39835164,2021-09-01T11:01:00Z,219,0,364,4[Bahnhofsviertel],2021-09-01T10:57:02.932Z
0.81214577,2021-09-01T11:01:00Z,232,0,1235,5[Dom / Römer],2021-09-01T10:57:02.932Z
0.5781321,2021-09-01T11:01:00Z,926,70,2195,2[Zeil],2021-09-01T10:57:02.932Z
0.85144925,2021-09-01T11:21:00Z,82,200,552,1[Anlagenring],2021-09-01T11:17:02.146Z
0.39285713,2021-09-01T11:21:00Z,221,0,364,4[Bahnhofsviertel],2021-09-01T11:17:02.146Z
0.8210526,2021-09-01T11:21:00Z,221,0,1235,5[Dom / Römer],2021-09-01T11:17:02.146Z
0.571754,2021-09-01T11:21:00Z,940,70,2195,2[Zeil],2021-09-01T11:17:02.146Z
0.8460145,2021-09-01T11:42:00Z,85,200,552,1[Anlagenring],2021-09-01T11:42:00.573Z
0.37637362,2021-09-01T11:42:00Z,227,0,364,4[Bahnhofsviertel],2021-09-01T11:42:00.573Z
0.8299595,2021-09-01T11:42:00Z,210,0,1235,5[Dom / Römer],2021-09-01T11:42:00.573Z
0.5635535,2021-09-01T11:42:00Z,958,70,2195,2[Zeil],2021-09-01T11:42:00.573Z
0.82246375,2021-09-01T11:52:00Z,98,200,552,1[Anlagenring],2021-09-01T11:52:01.100Z
0.3791209,2021-09-01T11:52:00Z,226,0,364,4[Bahnhofsviertel],2021-09-01T11:52:01.100Z
0.83238864,2021-09-01T11:52:00Z,207,0,1235,5[Dom / Römer],2021-09-01T11:52:01.100Z
0.5676538,2021-09-01T11:52:00Z,949,70,2195,2[Zeil],2021-09-01T11:52:01.100Z
0.8242754,2021-09-01T12:02:00Z,97,200,552,1[Anlagenring],2021-09-01T12:02:00.075Z
0.37362638,2021-09-01T12:02:00Z,228,0,364,4[Bahnhofsviertel],2021-09-01T12:02:00.075Z
0.842915,2021-09-01T12:02:00Z,194,0,1235,5[Dom / Römer],2021-09-01T12:02:00.075Z
0.5626424,2021-09-01T12:02:00Z,960,70,2195,2[Zeil],2021-09-01T12:02:00.075Z
0.7445652,2021-09-01T12:32:00Z,141,200,552,1[Anlagenring],2021-09-01T12:32:02.325Z
0.35164836,2021-09-01T12:32:00Z,236,0,364,4[Bahnhofsviertel],2021-09-01T12:32:02.325Z
0.854251,2021-09-01T12:32:00Z,180,0,1235,5[Dom / Römer],2021-09-01T12:32:02.325Z
0.7420091,2021-09-01T12:32:00Z,339,0,1314,2[Zeil],2021-09-01T12:32:02.325Z
0.6956522,2021-09-01T13:07:00Z,168,200,552,1[Anlagenring],2021-09-01T13:07:02.483Z
0.31043956,2021-09-01T13:07:00Z,251,0,364,4[Bahnhofsviertel],2021-09-01T13:07:02.483Z
0.854251,2021-09-01T13:07:00Z,180,0,1235,5[Dom / Römer],2021-09-01T13:07:02.483Z
0.53029615,2021-09-01T13:07:00Z,1031,70,2195,2[Zeil],2021-09-01T13:07:02.483Z
0.6793478,2021-09-01T13:32:00Z,177,200,552,1[Anlagenring],2021-09-01T13:32:00.462Z
0.2747253,2021-09-01T13:32:00Z,264,0,364,4[Bahnhofsviertel],2021-09-01T13:32:00.462Z
0.83724695,2021-09-01T13:32:00Z,201,0,1235,5[Dom / Römer],2021-09-01T13:32:00.462Z
0.53211844,2021-09-01T13:32:00Z,1027,70,2195,2[Zeil],2021-09-01T13:32:00.462Z
0.6467391,2021-09-01T13:43:00Z,195,200,552,1[Anlagenring],2021-09-01T13:42:02.533Z
0.26923078,2021-09-01T13:43:00Z,266,0,364,4[Bahnhofsviertel],2021-09-01T13:42:02.533Z
0.83319837,2021-09-01T13:43:00Z,206,0,1235,5[Dom / Römer],2021-09-01T13:42:02.533Z
0.52164006,2021-09-01T13:43:00Z,1050,70,2195,2[Zeil],2021-09-01T13:42:02.533Z
0.6304348,2021-09-01T13:58:00Z,204,200,552,1[Anlagenring],2021-09-01T13:57:00.757Z
0.25274727,2021-09-01T13:58:00Z,272,0,364,4[Bahnhofsviertel],2021-09-01T13:57:00.757Z
0.82672065,2021-09-01T13:58:00Z,214,0,1235,5[Dom / Römer],2021-09-01T13:57:00.757Z
0.5148064,2021-09-01T13:58:00Z,1065,70,2195,2[Zeil],2021-09-01T13:57:00.757Z
0.6322464,2021-09-01T14:08:00Z,203,200,552,1[Anlagenring],2021-09-01T14:07:01.237Z
0.23351648,2021-09-01T14:08:00Z,279,0,364,4[Bahnhofsviertel],2021-09-01T14:07:01.237Z
0.82672065,2021-09-01T14:08:00Z,214,0,1235,5[Dom / Römer],2021-09-01T14:07:01.237Z
0.51845104,2021-09-01T14:08:00Z,1057,70,2195,2[Zeil],2021-09-01T14:07:01.237Z
0.63586956,2021-09-01T14:23:00Z,201,200,552,1[Anlagenring],2021-09-01T14:22:00.353Z
0.20879121,2021-09-01T14:23:00Z,288,0,364,4[Bahnhofsviertel],2021-09-01T14:22:00.353Z
0.82024294,2021-09-01T14:23:00Z,222,0,1235,5[Dom / Römer],2021-09-01T14:22:00.353Z
0.509795,2021-09-01T14:23:00Z,1076,70,2195,2[Zeil],2021-09-01T14:22:00.353Z
0.61413044,2021-09-01T14:38:00Z,213,200,552,1[Anlagenring],2021-09-01T14:37:01.654Z
0.1978022,2021-09-01T14:38:00Z,292,0,364,4[Bahnhofsviertel],2021-09-01T14:37:01.654Z
0.8080972,2021-09-01T14:38:00Z,237,0,1235,5[Dom / Römer],2021-09-01T14:37:01.654Z
0.5116173,2021-09-01T14:38:00Z,1072,70,2195,2[Zeil],2021-09-01T14:37:01.654Z
0.5960145,2021-09-01T14:49:00Z,223,200,552,1[Anlagenring],2021-09-01T14:47:02.835Z
0.18406594,2021-09-01T14:49:00Z,297,0,364,4[Bahnhofsviertel],2021-09-01T14:47:02.835Z
0.80323887,2021-09-01T14:49:00Z,243,0,1235,5[Dom / Römer],2021-09-01T14:47:02.835Z
0.5070615,2021-09-01T14:49:00Z,1082,70,2195,2[Zeil],2021-09-01T14:47:02.835Z
0.59782606,2021-09-01T14:59:00Z,222,200,552,1[Anlagenring],2021-09-01T14:57:01.778Z
0.17032968,2021-09-01T14:59:00Z,302,0,364,4[Bahnhofsviertel],2021-09-01T14:57:01.778Z
0.8097166,2021-09-01T14:59:00Z,235,0,1235,5[Dom / Römer],2021-09-01T14:57:01.778Z
0.50569475,2021-09-01T14:59:00Z,1085,70,2195,2[Zeil],2021-09-01T14:57:01.778Z
0.55615944,2021-09-01T15:24:00Z,245,200,552,1[Anlagenring],2021-09-01T15:22:01.116Z
0.14835165,2021-09-01T15:24:00Z,310,0,364,4[Bahnhofsviertel],2021-09-01T15:22:01.116Z
0.80323887,2021-09-01T15:24:00Z,243,0,1235,5[Dom / Römer],2021-09-01T15:22:01.116Z
0.48246014,2021-09-01T15:24:00Z,1136,70,2195,2[Zeil],2021-09-01T15:22:01.116Z
0.54891306,2021-09-01T15:44:00Z,249,200,552,1[Anlagenring],2021-09-01T15:42:00.628Z
0.12362637,2021-09-01T15:44:00Z,319,0,364,4[Bahnhofsviertel],2021-09-01T15:42:00.628Z
0.7862348,2021-09-01T15:44:00Z,264,0,1235,5[Dom / Römer],2021-09-01T15:42:00.628Z
0.476082,2021-09-01T15:44:00Z,1150,70,2195,2[Zeil],2021-09-01T15:42:00.628Z
0.5326087,2021-09-01T15:55:00Z,258,200,552,1[Anlagenring],2021-09-01T15:52:00.338Z
0.10989011,2021-09-01T15:55:00Z,324,0,364,4[Bahnhofsviertel],2021-09-01T15:52:00.338Z
0.76842105,2021-09-01T15:55:00Z,286,0,1235,5[Dom / Römer],2021-09-01T15:52:00.338Z
0.48063782,2021-09-01T15:55:00Z,1140,70,2195,2[Zeil],2021-09-01T15:52:00.338Z
0.5072464,2021-09-01T16:15:00Z,272,200,552,1[Anlagenring],2021-09-01T16:12:02.486Z
0.09615385,2021-09-01T16:15:00Z,329,0,364,4[Bahnhofsviertel],2021-09-01T16:12:02.486Z
0.7497976,2021-09-01T16:15:00Z,309,0,1235,5[Dom / Römer],2021-09-01T16:12:02.486Z
0.4810934,2021-09-01T16:15:00Z,1139,70,2195,2[Zeil],2021-09-01T16:12:02.486Z
0.42358804,2021-09-01T16:45:00Z,347,150,602,1[Anlagenring],2021-09-01T16:42:01.804Z
0.06868132,2021-09-01T16:45:00Z,339,0,364,4[Bahnhofsviertel],2021-09-01T16:42:01.804Z
0.73846155,2021-09-01T16:45:00Z,323,0,1235,5[Dom / Römer],2021-09-01T16:42:01.804Z
0.46059227,2021-09-01T16:45:00Z,1184,70,2195,2[Zeil],2021-09-01T16:42:01.804Z
0.4451827,2021-09-01T17:16:00Z,334,150,602,1[Anlagenring],2021-09-01T17:12:02.377Z
0.057692308,2021-09-01T17:16:00Z,343,0,364,4[Bahnhofsviertel],2021-09-01T17:12:02.377Z
0.69554657,2021-09-01T17:16:00Z,376,0,1235,5[Dom / Römer],2021-09-01T17:12:02.377Z
0.45785877,2021-09-01T17:16:00Z,1190,70,2195,2[Zeil],2021-09-01T17:12:02.377Z
0.45847178,2021-09-01T17:41:00Z,326,150,602,1[Anlagenring],2021-09-01T17:37:00.412Z
0.054945055,2021-09-01T17:41:00Z,344,0,364,4[Bahnhofsviertel],2021-09-01T17:37:00.412Z
0.67125505,2021-09-01T17:41:00Z,406,0,1235,5[Dom / Römer],2021-09-01T17:37:00.412Z
0.4455581,2021-09-01T17:41:00Z,1217,70,2195,2[Zeil],2021-09-01T17:37:00.412Z
0.45182723,2021-09-01T17:51:00Z,330,150,602,1[Anlagenring],2021-09-01T17:52:00.133Z
0.046703298,2021-09-01T17:51:00Z,347,0,364,4[Bahnhofsviertel],2021-09-01T17:52:00.133Z
0.64777327,2021-09-01T17:51:00Z,435,0,1235,5[Dom / Römer],2021-09-01T17:52:00.133Z
0.4359909,2021-09-01T17:51:00Z,1238,70,2195,2[Zeil],2021-09-01T17:52:00.133Z
0.4501661,2021-09-01T17:56:00Z,331,150,602,1[Anlagenring],2021-09-01T17:57:02.738Z
0.046703298,2021-09-01T17:56:00Z,347,0,364,4[Bahnhofsviertel],2021-09-01T17:57:02.738Z
0.63724697,2021-09-01T17:56:00Z,448,0,1235,5[Dom / Römer],2021-09-01T17:57:02.738Z
0.43234625,2021-09-01T17:56:00Z,1246,70,2195,2[Zeil],2021-09-01T17:57:02.738Z
0.42358804,2021-09-01T18:27:00Z,347,150,602,1[Anlagenring],2021-09-01T18:27:00.044Z
0.043956045,2021-09-01T18:27:00Z,348,0,364,4[Bahnhofsviertel],2021-09-01T18:27:00.044Z
0.57408905,2021-09-01T18:27:00Z,526,0,1235,5[Dom / Römer],2021-09-01T18:27:00.044Z
0.40546697,2021-09-01T18:27:00Z,1305,70,2195,2[Zeil],2021-09-01T18:27:00.044Z
0.40863788,2021-09-01T18:42:00Z,356,150,602,1[Anlagenring],2021-09-01T18:42:01.494Z
0.03846154,2021-09-01T18:42:00Z,350,0,364,4[Bahnhofsviertel],2021-09-01T18:42:01.494Z
0.55303645,2021-09-01T18:42:00Z,552,0,1235,5[Dom / Römer],2021-09-01T18:42:01.494Z
0.39362186,2021-09-01T18:42:00Z,1331,70,2195,2[Zeil],2021-09-01T18:42:01.494Z
0.4036545,2021-09-01T18:52:00Z,359,150,602,1[Anlagenring],2021-09-01T18:52:00.621Z
0.03846154,2021-09-01T18:52:00Z,350,0,364,4[Bahnhofsviertel],2021-09-01T18:52:00.621Z
0.53117406,2021-09-01T18:52:00Z,579,0,1235,5[Dom / Römer],2021-09-01T18:52:00.621Z
0.3908884,2021-09-01T18:52:00Z,1337,70,2195,2[Zeil],2021-09-01T18:52:00.621Z
0.37873754,2021-09-01T19:12:00Z,374,150,602,1[Anlagenring],2021-09-01T19:12:01.974Z
0.043956045,2021-09-01T19:12:00Z,348,0,364,4[Bahnhofsviertel],2021-09-01T19:12:01.974Z
0.49392712,2021-09-01T19:12:00Z,625,0,1235,5[Dom / Römer],2021-09-01T19:12:01.974Z
0.37995443,2021-09-01T19:12:00Z,1361,70,2195,2[Zeil],2021-09-01T19:12:01.974Z
0.3654485,2021-09-01T19:23:00Z,382,150,602,1[Anlagenring],2021-09-01T19:22:02.939Z
0.043956045,2021-09-01T19:23:00Z,348,0,364,4[Bahnhofsviertel],2021-09-01T19:22:02.939Z
0.48016194,2021-09-01T19:23:00Z,642,0,1235,5[Dom / Römer],2021-09-01T19:22:02.939Z
0.37722096,2021-09-01T19:23:00Z,1367,70,2195,2[Zeil],2021-09-01T19:22:02.939Z
0.3604651,2021-09-01T19:28:00Z,385,150,602,1[Anlagenring],2021-09-01T19:27:02.495Z
0.041208792,2021-09-01T19:28:00Z,349,0,364,4[Bahnhofsviertel],2021-09-01T19:27:02.495Z
