parkingAreaOccupancy,parkingAreaStatusTime,parkingAreaTotalNumberOfVacantParkingSpaces,totalParkingCapacityLongTermOverride,totalParkingCapacityShortTermOverride,id,TIME
0.14285715,2021-08-08T00:57:00Z,516,150,602,1[Anlagenring],2021-08-08T00:57:00.898Z
0.03021978,2021-08-08T00:57:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T00:57:00.898Z
0.41538462,2021-08-08T00:57:00Z,722,0,1235,5[Dom / Römer],2021-08-08T00:57:00.898Z
0.2648464,2021-08-08T00:57:00Z,1077,60,1465,2[Zeil],2021-08-08T00:57:00.898Z
0.12790698,2021-08-08T01:57:00Z,525,150,602,1[Anlagenring],2021-08-08T01:57:01.922Z
0.03021978,2021-08-08T01:57:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T01:57:01.922Z
0.38704455,2021-08-08T01:57:00Z,757,0,1235,5[Dom / Römer],2021-08-08T01:57:01.922Z
0.2546075,2021-08-08T01:57:00Z,1092,60,1465,2[Zeil],2021-08-08T01:57:01.922Z
0.12292359,2021-08-08T02:32:00Z,528,150,602,1[Anlagenring],2021-08-08T02:32:02.566Z
0.03021978,2021-08-08T02:32:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T02:32:02.566Z
0.3716599,2021-08-08T02:32:00Z,776,0,1235,5[Dom / Römer],2021-08-08T02:32:02.566Z
0.2546075,2021-08-08T02:32:00Z,1092,60,1465,2[Zeil],2021-08-08T02:32:02.566Z
0.12292359,2021-08-08T02:47:00Z,528,150,602,1[Anlagenring],2021-08-08T02:47:02.657Z
0.03021978,2021-08-08T02:47:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T02:47:02.657Z
0.36923078,2021-08-08T02:47:00Z,779,0,1235,5[Dom / Römer],2021-08-08T02:47:02.657Z
0.2546075,2021-08-08T02:47:00Z,1092,60,1465,2[Zeil],2021-08-08T02:47:02.657Z
0.12292359,2021-08-08T02:58:00Z,528,150,602,1[Anlagenring],2021-08-08T02:57:01.307Z
0.03021978,2021-08-08T02:58:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T02:57:01.307Z
0.36437246,2021-08-08T02:58:00Z,785,0,1235,5[Dom / Römer],2021-08-08T02:57:01.307Z
0.2539249,2021-08-08T02:58:00Z,1093,60,1465,2[Zeil],2021-08-08T02:57:01.307Z
0.12292359,2021-08-08T03:23:00Z,528,150,602,1[Anlagenring],2021-08-08T03:22:02.949Z
0.03021978,2021-08-08T03:23:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T03:22:02.949Z
0.35870445,2021-08-08T03:23:00Z,792,0,1235,5[Dom / Römer],2021-08-08T03:22:02.949Z
0.2539249,2021-08-08T03:23:00Z,1093,60,1465,2[Zeil],2021-08-08T03:22:02.949Z
0.12292359,2021-08-08T03:38:00Z,528,150,602,1[Anlagenring],2021-08-08T03:37:02.479Z
0.03021978,2021-08-08T03:38:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T03:37:02.479Z
0.35303643,2021-08-08T03:38:00Z,799,0,1235,5[Dom / Römer],2021-08-08T03:37:02.479Z
0.2546075,2021-08-08T03:38:00Z,1092,60,1465,2[Zeil],2021-08-08T03:37:02.479Z
0.12292359,2021-08-08T03:48:00Z,528,150,602,1[Anlagenring],2021-08-08T03:47:00.226Z
0.03021978,2021-08-08T03:48:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T03:47:00.226Z
0.35222673,2021-08-08T03:48:00Z,800,0,1235,5[Dom / Römer],2021-08-08T03:47:00.226Z
0.2539249,2021-08-08T03:48:00Z,1093,60,1465,2[Zeil],2021-08-08T03:47:00.226Z
0.12292359,2021-08-08T04:03:00Z,528,150,602,1[Anlagenring],2021-08-08T04:02:00.449Z
0.03021978,2021-08-08T04:03:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T04:02:00.449Z
0.35060728,2021-08-08T04:03:00Z,802,0,1235,5[Dom / Römer],2021-08-08T04:02:00.449Z
0.2539249,2021-08-08T04:03:00Z,1093,60,1465,2[Zeil],2021-08-08T04:02:00.449Z
0.12126246,2021-08-08T04:28:00Z,529,150,602,1[Anlagenring],2021-08-08T04:27:00.205Z
0.03021978,2021-08-08T04:28:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T04:27:00.205Z
0.3417004,2021-08-08T04:28:00Z,813,0,1235,5[Dom / Römer],2021-08-08T04:27:00.205Z
0.36410257,2021-08-08T04:28:00Z,1364,60,2145,2[Zeil],2021-08-08T04:27:00.205Z
0.12126246,2021-08-08T04:48:00Z,529,150,602,1[Anlagenring],2021-08-08T04:47:00.193Z
0.032967035,2021-08-08T04:48:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T04:47:00.193Z
0.3360324,2021-08-08T04:48:00Z,820,0,1235,5[Dom / Römer],2021-08-08T04:47:00.193Z
0.36363637,2021-08-08T04:48:00Z,1365,60,2145,2[Zeil],2021-08-08T04:47:00.193Z
0.12126246,2021-08-08T05:08:00Z,529,150,602,1[Anlagenring],2021-08-08T05:07:02.978Z
0.03021978,2021-08-08T05:08:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T05:07:02.978Z
0.3360324,2021-08-08T05:08:00Z,820,0,1235,5[Dom / Römer],2021-08-08T05:07:02.978Z
0.36363637,2021-08-08T05:08:00Z,1365,60,2145,2[Zeil],2021-08-08T05:07:02.978Z
0.12126246,2021-08-08T05:23:00Z,529,150,602,1[Anlagenring],2021-08-08T05:22:02.760Z
0.032967035,2021-08-08T05:23:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T05:22:02.760Z
0.33522266,2021-08-08T05:23:00Z,821,0,1235,5[Dom / Römer],2021-08-08T05:22:02.760Z
0.36317018,2021-08-08T05:23:00Z,1366,60,2145,2[Zeil],2021-08-08T05:22:02.760Z
0.12126246,2021-08-08T05:33:00Z,529,150,602,1[Anlagenring],2021-08-08T05:32:00.938Z
0.032967035,2021-08-08T05:33:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T05:32:00.938Z
0.3360324,2021-08-08T05:33:00Z,820,0,1235,5[Dom / Römer],2021-08-08T05:32:00.938Z
0.36270395,2021-08-08T05:33:00Z,1367,60,2145,2[Zeil],2021-08-08T05:32:00.938Z
0.12126246,2021-08-08T05:43:00Z,529,150,602,1[Anlagenring],2021-08-08T05:42:02.469Z
0.032967035,2021-08-08T05:43:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T05:42:02.469Z
0.33846155,2021-08-08T05:43:00Z,817,0,1235,5[Dom / Römer],2021-08-08T05:42:02.469Z
0.36177155,2021-08-08T05:43:00Z,1369,60,2145,2[Zeil],2021-08-08T05:42:02.469Z
0.12292359,2021-08-08T05:53:00Z,528,150,602,1[Anlagenring],2021-08-08T05:52:01.095Z
0.03021978,2021-08-08T05:53:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T05:52:01.095Z
0.33927125,2021-08-08T05:53:00Z,816,0,1235,5[Dom / Römer],2021-08-08T05:52:01.095Z
0.36130536,2021-08-08T05:53:00Z,1370,60,2145,2[Zeil],2021-08-08T05:52:01.095Z
0.12126246,2021-08-08T06:13:00Z,529,150,602,1[Anlagenring],2021-08-08T06:12:02.514Z
0.032967035,2021-08-08T06:13:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T06:12:02.514Z
0.33927125,2021-08-08T06:13:00Z,816,0,1235,5[Dom / Römer],2021-08-08T06:12:02.514Z
0.36083916,2021-08-08T06:13:00Z,1371,60,2145,2[Zeil],2021-08-08T06:12:02.514Z
0.12458472,2021-08-08T06:39:00Z,527,150,602,1[Anlagenring],2021-08-08T06:37:00.623Z
0.032967035,2021-08-08T06:39:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T06:37:00.623Z
0.34008098,2021-08-08T06:39:00Z,815,0,1235,5[Dom / Römer],2021-08-08T06:37:00.623Z
0.35897437,2021-08-08T06:39:00Z,1375,60,2145,2[Zeil],2021-08-08T06:37:00.623Z
0.12624584,2021-08-08T06:54:00Z,526,150,602,1[Anlagenring],2021-08-08T06:52:02.854Z
0.035714287,2021-08-08T06:54:00Z,351,0,364,4[Bahnhofsviertel],2021-08-08T06:52:02.854Z
0.34008098,2021-08-08T06:54:00Z,815,0,1235,5[Dom / Römer],2021-08-08T06:52:02.854Z
0.35710955,2021-08-08T06:54:00Z,1379,60,2145,2[Zeil],2021-08-08T06:52:02.854Z
0.13122924,2021-08-08T07:14:00Z,523,150,602,1[Anlagenring],2021-08-08T07:12:01.347Z
0.035714287,2021-08-08T07:14:00Z,351,0,364,4[Bahnhofsviertel],2021-08-08T07:12:01.347Z
0.34008098,2021-08-08T07:14:00Z,815,0,1235,5[Dom / Römer],2021-08-08T07:12:01.347Z
0.35710955,2021-08-08T07:14:00Z,1379,60,2145,2[Zeil],2021-08-08T07:12:01.347Z
0.1295681,2021-08-08T07:29:00Z,524,150,602,1[Anlagenring],2021-08-08T07:27:00.974Z
0.035714287,2021-08-08T07:29:00Z,351,0,364,4[Bahnhofsviertel],2021-08-08T07:27:00.974Z
0.34089068,2021-08-08T07:29:00Z,814,0,1235,5[Dom / Römer],2021-08-08T07:27:00.974Z
0.35571095,2021-08-08T07:29:00Z,1382,60,2145,2[Zeil],2021-08-08T07:27:00.974Z
0.1295681,2021-08-08T07:39:00Z,524,150,602,1[Anlagenring],2021-08-08T07:37:01.821Z
0.035714287,2021-08-08T07:39:00Z,351,0,364,4[Bahnhofsviertel],2021-08-08T07:37:01.821Z
0.34331983,2021-08-08T07:39:00Z,811,0,1235,5[Dom / Römer],2021-08-08T07:37:01.821Z
0.35617715,2021-08-08T07:39:00Z,1381,60,2145,2[Zeil],2021-08-08T07:37:01.821Z
0.1345515,2021-08-08T07:49:00Z,521,150,602,1[Anlagenring],2021-08-08T07:47:00.167Z
0.032967035,2021-08-08T07:49:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T07:47:00.167Z
0.3465587,2021-08-08T07:49:00Z,807,0,1235,5[Dom / Römer],2021-08-08T07:47:00.167Z
0.35431236,2021-08-08T07:49:00Z,1385,60,2145,2[Zeil],2021-08-08T07:47:00.167Z
0.1345515,2021-08-08T07:59:00Z,521,150,602,1[Anlagenring],2021-08-08T07:57:00.943Z
0.027472528,2021-08-08T07:59:00Z,354,0,364,4[Bahnhofsviertel],2021-08-08T07:57:00.943Z
0.34736842,2021-08-08T07:59:00Z,806,0,1235,5[Dom / Römer],2021-08-08T07:57:00.943Z
0.35337996,2021-08-08T07:59:00Z,1387,60,2145,2[Zeil],2021-08-08T07:57:00.943Z
0.14617941,2021-08-08T08:24:00Z,514,150,602,1[Anlagenring],2021-08-08T08:22:01.779Z
0.03021978,2021-08-08T08:24:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T08:22:01.779Z
0.35303643,2021-08-08T08:24:00Z,799,0,1235,5[Dom / Römer],2021-08-08T08:22:01.779Z
0.35244754,2021-08-08T08:24:00Z,1389,60,2145,2[Zeil],2021-08-08T08:22:01.779Z
0.14784053,2021-08-08T08:44:00Z,513,150,602,1[Anlagenring],2021-08-08T08:42:00.291Z
0.024725275,2021-08-08T08:44:00Z,355,0,364,4[Bahnhofsviertel],2021-08-08T08:42:00.291Z
0.36356276,2021-08-08T08:44:00Z,786,0,1235,5[Dom / Römer],2021-08-08T08:42:00.291Z
0.34825176,2021-08-08T08:44:00Z,1398,60,2145,2[Zeil],2021-08-08T08:42:00.291Z
0.14784053,2021-08-08T08:49:00Z,513,150,602,1[Anlagenring],2021-08-08T08:47:02.014Z
0.024725275,2021-08-08T08:49:00Z,355,0,364,4[Bahnhofsviertel],2021-08-08T08:47:02.014Z
0.3659919,2021-08-08T08:49:00Z,783,0,1235,5[Dom / Römer],2021-08-08T08:47:02.014Z
0.34825176,2021-08-08T08:49:00Z,1398,60,2145,2[Zeil],2021-08-08T08:47:02.014Z
0.15116279,2021-08-08T09:00:00Z,511,150,602,1[Anlagenring],2021-08-08T08:57:02.939Z
0.03021978,2021-08-08T09:00:00Z,353,0,364,4[Bahnhofsviertel],2021-08-08T08:57:02.939Z
0.3708502,2021-08-08T09:00:00Z,777,0,1235,5[Dom / Römer],2021-08-08T08:57:02.939Z
0.34731933,2021-08-08T09:00:00Z,1400,60,2145,2[Zeil],2021-08-08T08:57:02.939Z
0.16943522,2021-08-08T09:25:00Z,500,150,602,1[Anlagenring],2021-08-08T09:22:01.225Z
0.032967035,2021-08-08T09:25:00Z,352,0,364,4[Bahnhofsviertel],2021-08-08T09:22:01.225Z
0.3757085,2021-08-08T09:25:00Z,771,0,1235,5[Dom / Römer],2021-08-08T09:22:01.225Z
0.34219113,2021-08-08T09:25:00Z,1411,60,2145,2[Zeil],2021-08-08T09:22:01.225Z
0.16943522,2021-08-08T09:40:00Z,500,150,602,1[Anlagenring],2021-08-08T09:37:01.104Z
0.035714287,2021-08-08T09:40:00Z,351,0,364,4[Bahnhofsviertel],2021-08-08T09:37:01.104Z
0.3846154,2021-08-08T09:40:00Z,760,0,1235,5[Dom / Römer],2021-08-08T09:37:01.104Z
0.34079254,2021-08-08T09:40:00Z,1414,60,2145,2[Zeil],2021-08-08T09:37:01.104Z
0.16777408,2021-08-08T09:49:00Z,501,150,602,1[Anlagenring],2021-08-08T09:47:01.574Z
0.03846154,2021-08-08T09:49:00Z,350,0,364,4[Bahnhofsviertel],2021-08-08T09:47:01.574Z
0.38704455,2021-08-08T09:49:00Z,757,0,1235,5[Dom / Römer],2021-08-08T09:47:01.574Z
0.34312356,2021-08-08T09:49:00Z,1409,60,2145,2[Zeil],2021-08-08T09:47:01.574Z
0.17275748,2021-08-08T10:00:00Z,498,150,602,1[Anlagenring],2021-08-08T09:57:02.624Z
0.03846154,2021-08-08T10:00:00Z,350,0,364,4[Bahnhofsviertel],2021-08-08T09:57:02.624Z
0.39271256,2021-08-08T10:00:00Z,750,0,1235,5[Dom / Römer],2021-08-08T09:57:02.624Z
0.34265736,2021-08-08T10:00:00Z,1410,60,2145,2[Zeil],2021-08-08T09:57:02.624Z
0.16943522,2021-08-08T10:25:00Z,500,150,602,1[Anlagenring],2021-08-08T10:22:01.947Z
0.03846154,2021-08-08T10:25:00Z,350,0,364,4[Bahnhofsviertel],2021-08-08T10:22:01.947Z
0.40161943,2021-08-08T10:25:00Z,739,0,1235,5[Dom / Römer],2021-08-08T10:22:01.947Z
0.34172493,2021-08-08T10:25:00Z,1412,60,2145,2[Zeil],2021-08-08T10:22:01.947Z
0.16611296,2021-08-08T10:40:00Z,502,150,602,1[Anlagenring],2021-08-08T10:37:02.281Z
0.043956045,2021-08-08T10:40:00Z,348,0,364,4[Bahnhofsviertel],2021-08-08T10:37:02.281Z
0.41295546,2021-08-08T10:40:00Z,725,0,1235,5[Dom / Römer],2021-08-08T10:37:02.281Z
0.33752912,2021-08-08T10:40:00Z,1421,60,2145,2[Zeil],2021-08-08T10:37:02.281Z
0.17109634,2021-08-08T10:50:00Z,499,150,602,1[Anlagenring],2021-08-08T10:47:00.809Z
0.041208792,2021-08-08T10:50:00Z,349,0,364,4[Bahnhofsviertel],2021-08-08T10:47:00.809Z
0.4242915,2021-08-08T10:50:00Z,711,0,1235,5[Dom / Römer],2021-08-08T10:47:00.809Z
0.34219113,2021-08-08T10:50:00Z,1411,60,2145,2[Zeil],2021-08-08T10:47:00.809Z
0.1744186,2021-08-08T11:00:00Z,497,150,602,1[Anlagenring],2021-08-08T10:57:01.803Z
0.041208792,2021-08-08T11:00:00Z,349,0,364,4[Bahnhofsviertel],2021-08-08T10:57:01.803Z
0.42753038,2021-08-08T11:00:00Z,707,0,1235,5[Dom / Römer],2021-08-08T10:57:01.803Z
0.34405595,2021-08-08T11:00:00Z,1407,60,2145,2[Zeil],2021-08-08T10:57:01.803Z
0.18272425,2021-08-08T11:20:00Z,492,150,602,1[Anlagenring],2021-08-08T11:17:00.831Z
0.04945055,2021-08-08T11:20:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T11:17:00.831Z
0.44534412,2021-08-08T11:20:00Z,685,0,1235,5[Dom / Römer],2021-08-08T11:17:00.831Z
0.34918416,2021-08-08T11:20:00Z,1396,60,2145,2[Zeil],2021-08-08T11:17:00.831Z
0.19601329,2021-08-08T11:30:00Z,484,150,602,1[Anlagenring],2021-08-08T11:27:01.730Z
0.04945055,2021-08-08T11:30:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T11:27:01.730Z
0.4493927,2021-08-08T11:30:00Z,680,0,1235,5[Dom / Römer],2021-08-08T11:27:01.730Z
0.34778556,2021-08-08T11:30:00Z,1399,60,2145,2[Zeil],2021-08-08T11:27:01.730Z
0.20431894,2021-08-08T11:41:00Z,479,150,602,1[Anlagenring],2021-08-08T11:37:00.054Z
0.052197803,2021-08-08T11:41:00Z,345,0,364,4[Bahnhofsviertel],2021-08-08T11:37:00.054Z
0.45506072,2021-08-08T11:41:00Z,673,0,1235,5[Dom / Römer],2021-08-08T11:37:00.054Z
0.34778556,2021-08-08T11:41:00Z,1399,60,2145,2[Zeil],2021-08-08T11:37:00.054Z
0.20930232,2021-08-08T11:51:00Z,476,150,602,1[Anlagenring],2021-08-08T11:47:00.663Z
0.046703298,2021-08-08T11:51:00Z,347,0,364,4[Bahnhofsviertel],2021-08-08T11:47:00.663Z
0.46072873,2021-08-08T11:51:00Z,666,0,1235,5[Dom / Römer],2021-08-08T11:47:00.663Z
0.34965035,2021-08-08T11:51:00Z,1395,60,2145,2[Zeil],2021-08-08T11:47:00.663Z
0.23089701,2021-08-08T12:06:00Z,463,150,602,1[Anlagenring],2021-08-08T12:02:00.242Z
0.04945055,2021-08-08T12:06:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T12:02:00.242Z
0.45668015,2021-08-08T12:06:00Z,671,0,1235,5[Dom / Römer],2021-08-08T12:02:00.242Z
0.35244754,2021-08-08T12:06:00Z,1389,60,2145,2[Zeil],2021-08-08T12:02:00.242Z
0.26744187,2021-08-08T12:41:00Z,441,150,602,1[Anlagenring],2021-08-08T12:37:00.500Z
0.043956045,2021-08-08T12:41:00Z,348,0,364,4[Bahnhofsviertel],2021-08-08T12:37:00.500Z
0.48178136,2021-08-08T12:41:00Z,640,0,1235,5[Dom / Römer],2021-08-08T12:37:00.500Z
0.34731933,2021-08-08T12:41:00Z,1400,60,2145,2[Zeil],2021-08-08T12:37:00.500Z
0.26578072,2021-08-08T13:26:00Z,442,150,602,1[Anlagenring],2021-08-08T13:27:02.863Z
0.046703298,2021-08-08T13:26:00Z,347,0,364,4[Bahnhofsviertel],2021-08-08T13:27:02.863Z
0.5060729,2021-08-08T13:26:00Z,610,0,1235,5[Dom / Römer],2021-08-08T13:27:02.863Z
0.34638694,2021-08-08T13:26:00Z,1402,60,2145,2[Zeil],2021-08-08T13:27:02.863Z
0.25581396,2021-08-08T13:37:00Z,448,150,602,1[Anlagenring],2021-08-08T13:37:02.192Z
0.04945055,2021-08-08T13:37:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T13:37:02.192Z
0.5068826,2021-08-08T13:37:00Z,609,0,1235,5[Dom / Römer],2021-08-08T13:37:02.192Z
0.34685314,2021-08-08T13:37:00Z,1401,60,2145,2[Zeil],2021-08-08T13:37:02.192Z
0.25415283,2021-08-08T13:47:00Z,449,150,602,1[Anlagenring],2021-08-08T13:47:01.769Z
0.054945055,2021-08-08T13:47:00Z,344,0,364,4[Bahnhofsviertel],2021-08-08T13:47:01.769Z
0.51174086,2021-08-08T13:47:00Z,603,0,1235,5[Dom / Römer],2021-08-08T13:47:01.769Z
0.34918416,2021-08-08T13:47:00Z,1396,60,2145,2[Zeil],2021-08-08T13:47:01.769Z
0.2475083,2021-08-08T13:57:00Z,453,150,602,1[Anlagenring],2021-08-08T13:57:00.361Z
0.054945055,2021-08-08T13:57:00Z,344,0,364,4[Bahnhofsviertel],2021-08-08T13:57:00.361Z
0.508502,2021-08-08T13:57:00Z,607,0,1235,5[Dom / Römer],2021-08-08T13:57:00.361Z
0.34825176,2021-08-08T13:57:00Z,1398,60,2145,2[Zeil],2021-08-08T13:57:00.361Z
0.22591361,2021-08-08T14:17:00Z,466,150,602,1[Anlagenring],2021-08-08T14:17:01.974Z
0.046703298,2021-08-08T14:17:00Z,347,0,364,4[Bahnhofsviertel],2021-08-08T14:17:01.974Z
0.4874494,2021-08-08T14:17:00Z,633,0,1235,5[Dom / Römer],2021-08-08T14:17:01.974Z
0.34032634,2021-08-08T14:17:00Z,1415,60,2145,2[Zeil],2021-08-08T14:17:01.974Z
0.2192691,2021-08-08T14:27:00Z,470,150,602,1[Anlagenring],2021-08-08T14:27:00.702Z
0.04945055,2021-08-08T14:27:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T14:27:00.702Z
0.48906884,2021-08-08T14:27:00Z,631,0,1235,5[Dom / Römer],2021-08-08T14:27:00.702Z
0.34265736,2021-08-08T14:27:00Z,1410,60,2145,2[Zeil],2021-08-08T14:27:00.702Z
0.21594684,2021-08-08T14:42:00Z,472,150,602,1[Anlagenring],2021-08-08T14:42:00.412Z
0.04945055,2021-08-08T14:42:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T14:42:00.412Z
0.48663968,2021-08-08T14:42:00Z,634,0,1235,5[Dom / Römer],2021-08-08T14:42:00.412Z
0.34778556,2021-08-08T14:42:00Z,1399,60,2145,2[Zeil],2021-08-08T14:42:00.412Z
0.20930232,2021-08-08T14:52:00Z,476,150,602,1[Anlagenring],2021-08-08T14:52:02.206Z
0.052197803,2021-08-08T14:52:00Z,345,0,364,4[Bahnhofsviertel],2021-08-08T14:52:02.206Z
0.48016194,2021-08-08T14:52:00Z,642,0,1235,5[Dom / Römer],2021-08-08T14:52:02.206Z
0.35058275,2021-08-08T14:52:00Z,1393,60,2145,2[Zeil],2021-08-08T14:52:02.206Z
0.20099668,2021-08-08T15:02:00Z,481,150,602,1[Anlagenring],2021-08-08T15:02:00.234Z
0.04945055,2021-08-08T15:02:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T15:02:00.234Z
0.4825911,2021-08-08T15:02:00Z,639,0,1235,5[Dom / Römer],2021-08-08T15:02:00.234Z
0.35244754,2021-08-08T15:02:00Z,1389,60,2145,2[Zeil],2021-08-08T15:02:00.234Z
0.19933555,2021-08-08T15:28:00Z,482,150,602,1[Anlagenring],2021-08-08T15:27:01.021Z
0.054945055,2021-08-08T15:28:00Z,344,0,364,4[Bahnhofsviertel],2021-08-08T15:27:01.021Z
0.48340082,2021-08-08T15:28:00Z,638,0,1235,5[Dom / Römer],2021-08-08T15:27:01.021Z
0.36083916,2021-08-08T15:28:00Z,1371,60,2145,2[Zeil],2021-08-08T15:27:01.021Z
0.20431894,2021-08-08T15:47:00Z,479,150,602,1[Anlagenring],2021-08-08T15:47:00.477Z
0.054945055,2021-08-08T15:47:00Z,344,0,364,4[Bahnhofsviertel],2021-08-08T15:47:00.477Z
0.46720648,2021-08-08T15:47:00Z,658,0,1235,5[Dom / Römer],2021-08-08T15:47:00.477Z
0.35850817,2021-08-08T15:47:00Z,1376,60,2145,2[Zeil],2021-08-08T15:47:00.477Z
0.19435216,2021-08-08T15:58:00Z,485,150,602,1[Anlagenring],2021-08-08T15:57:00.030Z
0.06043956,2021-08-08T15:58:00Z,342,0,364,4[Bahnhofsviertel],2021-08-08T15:57:00.030Z
0.46639675,2021-08-08T15:58:00Z,659,0,1235,5[Dom / Römer],2021-08-08T15:57:00.030Z
0.35990676,2021-08-08T15:58:00Z,1373,60,2145,2[Zeil],2021-08-08T15:57:00.030Z
0.20431894,2021-08-08T16:33:00Z,479,150,602,1[Anlagenring],2021-08-08T16:32:00.765Z
0.052197803,2021-08-08T16:33:00Z,345,0,364,4[Bahnhofsviertel],2021-08-08T16:32:00.765Z
0.44696355,2021-08-08T16:33:00Z,683,0,1235,5[Dom / Römer],2021-08-08T16:32:00.765Z
0.36317018,2021-08-08T16:33:00Z,1366,60,2145,2[Zeil],2021-08-08T16:32:00.765Z
0.21594684,2021-08-08T17:03:00Z,472,150,602,1[Anlagenring],2021-08-08T17:02:01.573Z
0.06043956,2021-08-08T17:03:00Z,342,0,364,4[Bahnhofsviertel],2021-08-08T17:02:01.573Z
0.44777328,2021-08-08T17:03:00Z,682,0,1235,5[Dom / Römer],2021-08-08T17:02:01.573Z
0.36410257,2021-08-08T17:03:00Z,1364,60,2145,2[Zeil],2021-08-08T17:02:01.573Z
0.22093023,2021-08-08T17:29:00Z,469,150,602,1[Anlagenring],2021-08-08T17:27:00.845Z
0.054945055,2021-08-08T17:29:00Z,344,0,364,4[Bahnhofsviertel],2021-08-08T17:27:00.845Z
0.43562752,2021-08-08T17:29:00Z,697,0,1235,5[Dom / Römer],2021-08-08T17:27:00.845Z
0.36736596,2021-08-08T17:29:00Z,1357,60,2145,2[Zeil],2021-08-08T17:27:00.845Z
0.20099668,2021-08-08T17:44:00Z,481,150,602,1[Anlagenring],2021-08-08T17:42:01.411Z
0.06868132,2021-08-08T17:44:00Z,339,0,364,4[Bahnhofsviertel],2021-08-08T17:42:01.411Z
0.43805668,2021-08-08T17:44:00Z,694,0,1235,5[Dom / Römer],2021-08-08T17:42:01.411Z
0.37249416,2021-08-08T17:44:00Z,1346,60,2145,2[Zeil],2021-08-08T17:42:01.411Z
0.19933555,2021-08-08T17:54:00Z,482,150,602,1[Anlagenring],2021-08-08T17:52:02.275Z
0.06868132,2021-08-08T17:54:00Z,339,0,364,4[Bahnhofsviertel],2021-08-08T17:52:02.275Z
0.43238866,2021-08-08T17:54:00Z,701,0,1235,5[Dom / Römer],2021-08-08T17:52:02.275Z
0.37202796,2021-08-08T17:54:00Z,1347,60,2145,2[Zeil],2021-08-08T17:52:02.275Z
0.19933555,2021-08-08T18:09:00Z,482,150,602,1[Anlagenring],2021-08-08T18:07:02.987Z
0.06318682,2021-08-08T18:09:00Z,341,0,364,4[Bahnhofsviertel],2021-08-08T18:07:02.987Z
0.43157893,2021-08-08T18:09:00Z,702,0,1235,5[Dom / Römer],2021-08-08T18:07:02.987Z
0.36503497,2021-08-08T18:09:00Z,1362,60,2145,2[Zeil],2021-08-08T18:07:02.987Z
0.18438539,2021-08-08T18:35:00Z,491,150,602,1[Anlagenring],2021-08-08T18:32:00.911Z
0.054945055,2021-08-08T18:35:00Z,344,0,364,4[Bahnhofsviertel],2021-08-08T18:32:00.911Z
0.41133603,2021-08-08T18:35:00Z,727,0,1235,5[Dom / Römer],2021-08-08T18:32:00.911Z
0.35990676,2021-08-08T18:35:00Z,1373,60,2145,2[Zeil],2021-08-08T18:32:00.911Z
0.17607974,2021-08-08T18:50:00Z,496,150,602,1[Anlagenring],2021-08-08T18:47:02.560Z
0.04945055,2021-08-08T18:50:00Z,346,0,364,4[Bahnhofsviertel],2021-08-08T18:47:02.560Z
0.40809718,2021-08-08T18:50:00Z,731,0,1235,5[Dom / Römer],2021-08-08T18:47:02.560Z
0.35617715,2021-08-08T18:50:00Z,1381,60,2145,2[Zeil],2021-08-08T18:47:02.560Z
0.16611296,2021-08-08T19:05:00Z,502,150,602,1[Anlagenring],2021-08-08T19:02:01.459Z
0.03846154,2021-08-08T19:05:00Z,350,0,364,4[Bahnhofsviertel],2021-08-08T19:02:01.459Z
0.40728745,2021-08-08T19:05:00Z,732,0,1235,5[Dom / Römer],2021-08-08T19:02:01.459Z
0.35524476,2021-08-08T19:05:00Z,1383,60,2145,2[Zeil],2021-08-08T19:02:01.459Z
0.16777408,2021-08-08T19:20:00Z,501,150,602,1[Anlagenring],2021-08-08T19:17:01.596Z
0.041208792,2021-08-08T19:20:00Z,349,0,364,4[Bahnhofsviertel],2021-08-08T19:17:01.596Z
0.3951417,2021-08-08T19:20:00Z,747,0,1235,5[Dom / Römer],2021-08-08T19:17:01.596Z
