parkingFacilityOccupancy;parkingFacilityStatus;parkingFacilityStatusTime;totalNumberOfOccupiedParkingSpaces;totalNumberOfVacantParkingSpaces;totalParkingCapacityLongTermOverride;totalParkingCapacityOverride;totalParkingCapacityShortTermOverride;id;TIME
0.0027472528;open;2021-12-01T03:23:00Z;1;363;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T03:27:00.892Z
0.609375;open;2021-12-01T03:23:00Z;234;150;0;384;384;105479[Baseler Platz];2021-12-01T03:27:00.892Z
0.27070457;open;2021-12-01T03:23:00Z;219;590;0;809;809;24279[Konstabler];2021-12-01T03:27:00.892Z
0.4976526;open;2021-12-01T03:23:00Z;212;214;0;426;426;18497[Hauptwache];2021-12-01T03:27:00.892Z
0;closed;2021-12-01T03:23:00Z;;;0;0;0;18495[Am Gericht];2021-12-01T03:27:00.892Z
0.09468822;open;2021-12-01T03:23:00Z;82;784;70;936;866;109240[MyZeil];2021-12-01T03:27:00.892Z
0.3769716;open;2021-12-01T03:23:00Z;239;395;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T03:27:00.892Z
0.02;open;2021-12-01T03:43:00Z;4;196;150;350;200;24276[Turmcenter];2021-12-01T03:47:00.615Z
0.11302211;open;2021-12-01T03:43:00Z;46;361;0;407;407;18944[Alte Oper];2021-12-01T03:47:00.615Z
0.0027472528;open;2021-12-01T03:43:00Z;1;363;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T03:47:00.615Z
0.609375;open;2021-12-01T03:43:00Z;234;150;0;384;384;105479[Baseler Platz];2021-12-01T03:47:00.615Z
0.27070457;open;2021-12-01T03:43:00Z;219;590;0;809;809;24279[Konstabler];2021-12-01T03:47:00.615Z
0.4976526;open;2021-12-01T03:43:00Z;212;214;0;426;426;18497[Hauptwache];2021-12-01T03:47:00.615Z
0;closed;2021-12-01T03:43:00Z;;;0;0;0;18495[Am Gericht];2021-12-01T03:47:00.615Z
0.09468822;open;2021-12-01T03:43:00Z;82;784;70;936;866;109240[MyZeil];2021-12-01T03:47:00.615Z
0.3785489;open;2021-12-01T03:43:00Z;240;394;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T03:47:00.615Z
0.15;open;2021-12-01T03:58:00Z;30;170;150;350;200;24276[Turmcenter];2021-12-01T04:02:00.974Z
0.11302211;open;2021-12-01T03:58:00Z;46;361;0;407;407;18944[Alte Oper];2021-12-01T04:02:00.974Z
0.0027472528;open;2021-12-01T03:58:00Z;1;363;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T04:02:00.974Z
0.609375;open;2021-12-01T03:58:00Z;234;150;0;384;384;105479[Baseler Platz];2021-12-01T04:02:00.974Z
0.27070457;open;2021-12-01T03:58:00Z;219;590;0;809;809;24279[Konstabler];2021-12-01T04:02:00.974Z
0.4976526;open;2021-12-01T03:58:00Z;212;214;0;426;426;18497[Hauptwache];2021-12-01T04:02:00.974Z
0;closed;2021-12-01T03:58:00Z;;;0;0;0;18495[Am Gericht];2021-12-01T04:02:00.974Z
0.09468822;open;2021-12-01T03:58:00Z;82;784;70;936;866;109240[MyZeil];2021-12-01T04:02:00.974Z
0.3785489;open;2021-12-01T03:58:00Z;240;394;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T04:02:00.974Z
0.15;open;2021-12-01T04:28:00Z;30;170;150;350;200;24276[Turmcenter];2021-12-01T04:32:02.139Z
0.11302211;open;2021-12-01T04:28:00Z;46;361;0;407;407;18944[Alte Oper];2021-12-01T04:32:02.139Z
0;open;2021-12-01T04:28:00Z;0;364;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T04:32:02.139Z
0.609375;open;2021-12-01T04:28:00Z;234;150;0;384;384;105479[Baseler Platz];2021-12-01T04:32:02.139Z
0.27070457;open;2021-12-01T04:28:00Z;219;590;0;809;809;24279[Konstabler];2021-12-01T04:32:02.139Z
0.4976526;open;2021-12-01T04:28:00Z;212;214;0;426;426;18497[Hauptwache];2021-12-01T04:32:02.139Z
0;closed;2021-12-01T04:28:00Z;;;0;0;0;18495[Am Gericht];2021-12-01T04:32:02.139Z
0.38485804;open;2021-12-01T04:28:00Z;244;390;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T04:32:02.139Z
0.15;open;2021-12-01T04:53:00Z;30;170;150;350;200;24276[Turmcenter];2021-12-01T04:57:00.803Z
0.11302211;open;2021-12-01T04:53:00Z;46;361;0;407;407;18944[Alte Oper];2021-12-01T04:57:00.803Z
0.01923077;open;2021-12-01T04:53:00Z;7;357;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T04:57:00.803Z
0.609375;open;2021-12-01T04:53:00Z;234;150;0;384;384;105479[Baseler Platz];2021-12-01T04:57:00.803Z
0.27317676;open;2021-12-01T04:53:00Z;221;588;0;809;809;24279[Konstabler];2021-12-01T04:57:00.803Z
0.5;open;2021-12-01T04:53:00Z;213;213;0;426;426;18497[Hauptwache];2021-12-01T04:57:00.803Z
0;closed;2021-12-01T04:53:00Z;;;0;0;0;18495[Am Gericht];2021-12-01T04:57:00.803Z
0.38801262;open;2021-12-01T04:53:00Z;246;388;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T04:57:00.803Z
0.2;open;2021-12-01T05:18:00Z;30;120;200;350;150;24276[Turmcenter];2021-12-01T05:22:00.131Z
0.11547912;open;2021-12-01T05:18:00Z;47;360;0;407;407;18944[Alte Oper];2021-12-01T05:22:00.131Z
0.052197803;open;2021-12-01T05:18:00Z;19;345;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T05:22:00.131Z
0.6119792;open;2021-12-01T05:18:00Z;235;149;0;384;384;105479[Baseler Platz];2021-12-01T05:22:00.131Z
0.27564895;open;2021-12-01T05:18:00Z;223;586;0;809;809;24279[Konstabler];2021-12-01T05:22:00.131Z
0.5;open;2021-12-01T05:18:00Z;213;213;0;426;426;18497[Hauptwache];2021-12-01T05:22:00.131Z
0.3897059;open;2021-12-01T05:18:00Z;265;415;0;680;680;18495[Am Gericht];2021-12-01T05:22:00.131Z
0.09815242;open;2021-12-01T05:18:00Z;85;781;70;936;866;109240[MyZeil];2021-12-01T05:22:00.131Z
0.39432177;open;2021-12-01T05:18:00Z;250;384;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T05:22:00.131Z
0.2;open;2021-12-01T05:33:00Z;30;120;200;350;150;24276[Turmcenter];2021-12-01T05:37:01.706Z
0.11793612;open;2021-12-01T05:33:00Z;48;359;0;407;407;18944[Alte Oper];2021-12-01T05:37:01.706Z
0.071428575;open;2021-12-01T05:33:00Z;26;338;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T05:37:01.706Z
0.6145833;open;2021-12-01T05:33:00Z;236;148;0;384;384;105479[Baseler Platz];2021-12-01T05:37:01.706Z
0.27564895;open;2021-12-01T05:33:00Z;223;586;0;809;809;24279[Konstabler];2021-12-01T05:37:01.706Z
0.5;open;2021-12-01T05:33:00Z;213;213;0;426;426;18497[Hauptwache];2021-12-01T05:37:01.706Z
0.3970588;open;2021-12-01T05:33:00Z;270;410;0;680;680;18495[Am Gericht];2021-12-01T05:37:01.706Z
0.09815242;open;2021-12-01T05:33:00Z;85;781;70;936;866;109240[MyZeil];2021-12-01T05:37:01.706Z
0.39274448;open;2021-12-01T05:33:00Z;249;385;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T05:37:01.706Z
0.2;open;2021-12-01T05:48:00Z;30;120;200;350;150;24276[Turmcenter];2021-12-01T05:52:00.601Z
0.12285012;open;2021-12-01T05:48:00Z;50;357;0;407;407;18944[Alte Oper];2021-12-01T05:52:00.601Z
0.093406595;open;2021-12-01T05:48:00Z;34;330;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T05:52:00.601Z
0.6145833;open;2021-12-01T05:48:00Z;236;148;0;384;384;105479[Baseler Platz];2021-12-01T05:52:00.601Z
0.27564895;open;2021-12-01T05:48:00Z;223;586;0;809;809;24279[Konstabler];2021-12-01T05:52:00.601Z
0.5023474;open;2021-12-01T05:48:00Z;214;212;0;426;426;18497[Hauptwache];2021-12-01T05:52:00.601Z
0.40441176;open;2021-12-01T05:48:00Z;275;405;0;680;680;18495[Am Gericht];2021-12-01T05:52:00.601Z
0.39589906;open;2021-12-01T05:48:00Z;251;383;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T05:52:00.601Z
0.20666666;open;2021-12-01T05:59:00Z;31;119;200;350;150;24276[Turmcenter];2021-12-01T06:02:02.813Z
0.13022113;open;2021-12-01T05:59:00Z;53;354;0;407;407;18944[Alte Oper];2021-12-01T06:02:02.813Z
0.115384616;open;2021-12-01T05:59:00Z;42;322;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T06:02:02.813Z
0.6223958;open;2021-12-01T05:59:00Z;239;145;0;384;384;105479[Baseler Platz];2021-12-01T06:02:02.813Z
0.27688503;open;2021-12-01T05:59:00Z;224;585;0;809;809;24279[Konstabler];2021-12-01T06:02:02.813Z
0.5023474;open;2021-12-01T05:59:00Z;214;212;0;426;426;18497[Hauptwache];2021-12-01T06:02:02.813Z
0.4132353;open;2021-12-01T05:59:00Z;281;399;0;680;680;18495[Am Gericht];2021-12-01T06:02:02.813Z
0.4037855;open;2021-12-01T05:59:00Z;256;378;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T06:02:02.813Z
0.22;open;2021-12-01T06:29:00Z;33;117;200;350;150;24276[Turmcenter];2021-12-01T06:32:01.986Z
0.14250614;open;2021-12-01T06:29:00Z;58;349;0;407;407;18944[Alte Oper];2021-12-01T06:32:01.986Z
0.1456044;open;2021-12-01T06:29:00Z;53;311;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T06:32:01.986Z
0.6328125;open;2021-12-01T06:29:00Z;243;141;0;384;384;105479[Baseler Platz];2021-12-01T06:32:01.986Z
0.2843016;open;2021-12-01T06:29:00Z;230;579;0;809;809;24279[Konstabler];2021-12-01T06:32:01.986Z
0.53286386;open;2021-12-01T06:29:00Z;227;199;0;426;426;18497[Hauptwache];2021-12-01T06:32:01.986Z
0.43970588;open;2021-12-01T06:29:00Z;299;381;0;680;680;18495[Am Gericht];2021-12-01T06:32:01.986Z
0.41009465;open;2021-12-01T06:29:00Z;260;374;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T06:32:01.986Z
0.31333333;open;2021-12-01T06:54:00Z;47;103;200;350;150;24276[Turmcenter];2021-12-01T06:57:02.229Z
0.15970516;open;2021-12-01T06:54:00Z;65;342;0;407;407;18944[Alte Oper];2021-12-01T06:57:02.229Z
0.19505495;open;2021-12-01T06:54:00Z;71;293;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T06:57:02.229Z
0.6588542;open;2021-12-01T06:54:00Z;253;131;0;384;384;105479[Baseler Platz];2021-12-01T06:57:02.229Z
0.28800988;open;2021-12-01T06:54:00Z;233;576;0;809;809;24279[Konstabler];2021-12-01T06:57:02.229Z
0.54460096;open;2021-12-01T06:54:00Z;232;194;0;426;426;18497[Hauptwache];2021-12-01T06:57:02.229Z
0.49411765;open;2021-12-01T06:54:00Z;336;344;0;680;680;18495[Am Gericht];2021-12-01T06:57:02.229Z
0.41167194;open;2021-12-01T06:54:00Z;261;373;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T06:57:02.229Z
0.34666666;open;2021-12-01T07:04:00Z;52;98;200;350;150;24276[Turmcenter];2021-12-01T07:07:01.529Z
0.17444718;open;2021-12-01T07:04:00Z;71;336;0;407;407;18944[Alte Oper];2021-12-01T07:07:01.529Z
0.23076923;open;2021-12-01T07:04:00Z;84;280;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T07:07:01.529Z
0.6640625;open;2021-12-01T07:04:00Z;255;129;0;384;384;105479[Baseler Platz];2021-12-01T07:07:01.529Z
0.29048207;open;2021-12-01T07:04:00Z;235;574;0;809;809;24279[Konstabler];2021-12-01T07:07:01.529Z
0.5539906;open;2021-12-01T07:04:00Z;236;190;0;426;426;18497[Hauptwache];2021-12-01T07:07:01.529Z
0.5147059;open;2021-12-01T07:04:00Z;350;330;0;680;680;18495[Am Gericht];2021-12-01T07:07:01.529Z
0.4148265;open;2021-12-01T07:04:00Z;263;371;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T07:07:01.529Z
0.50666666;open;2021-12-01T07:24:00Z;76;74;200;350;150;24276[Turmcenter];2021-12-01T07:27:00.786Z
0.22358723;open;2021-12-01T07:24:00Z;91;316;0;407;407;18944[Alte Oper];2021-12-01T07:27:00.786Z
0.26373628;open;2021-12-01T07:24:00Z;96;268;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T07:27:00.786Z
0.6848958;open;2021-12-01T07:24:00Z;263;121;0;384;384;105479[Baseler Platz];2021-12-01T07:27:00.786Z
0.31273177;open;2021-12-01T07:24:00Z;253;556;0;809;809;24279[Konstabler];2021-12-01T07:27:00.786Z
0.5680751;open;2021-12-01T07:24:00Z;242;184;0;426;426;18497[Hauptwache];2021-12-01T07:27:00.786Z
0.5588235;open;2021-12-01T07:24:00Z;380;300;0;680;680;18495[Am Gericht];2021-12-01T07:27:00.786Z
0.12009238;open;2021-12-01T07:24:00Z;104;762;70;936;866;109240[MyZeil];2021-12-01T07:27:00.786Z
0.4258675;open;2021-12-01T07:24:00Z;270;364;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T07:27:00.786Z
0.62;open;2021-12-01T07:40:00Z;93;57;200;350;150;24276[Turmcenter];2021-12-01T07:42:00.390Z
0.24815725;open;2021-12-01T07:40:00Z;101;306;0;407;407;18944[Alte Oper];2021-12-01T07:42:00.390Z
0.28296703;open;2021-12-01T07:40:00Z;103;261;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T07:42:00.390Z
0.703125;open;2021-12-01T07:40:00Z;270;114;0;384;384;105479[Baseler Platz];2021-12-01T07:42:00.390Z
0.32880098;open;2021-12-01T07:40:00Z;266;543;0;809;809;24279[Konstabler];2021-12-01T07:42:00.390Z
0.58450705;open;2021-12-01T07:40:00Z;249;177;0;426;426;18497[Hauptwache];2021-12-01T07:42:00.390Z
0.59705883;open;2021-12-01T07:40:00Z;406;274;0;680;680;18495[Am Gericht];2021-12-01T07:42:00.390Z
0.12124711;open;2021-12-01T07:40:00Z;105;761;70;936;866;109240[MyZeil];2021-12-01T07:42:00.390Z
0.4511041;open;2021-12-01T07:40:00Z;286;348;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T07:42:00.390Z
0.68666667;open;2021-12-01T07:50:00Z;103;47;200;350;150;24276[Turmcenter];2021-12-01T07:52:00.249Z
0.26044226;open;2021-12-01T07:50:00Z;106;301;0;407;407;18944[Alte Oper];2021-12-01T07:52:00.249Z
0.3021978;open;2021-12-01T07:50:00Z;110;254;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T07:52:00.249Z
0.7109375;open;2021-12-01T07:50:00Z;273;111;0;384;384;105479[Baseler Platz];2021-12-01T07:52:00.249Z
0.34857848;open;2021-12-01T07:50:00Z;282;527;0;809;809;24279[Konstabler];2021-12-01T07:52:00.249Z
0.6150235;open;2021-12-01T07:50:00Z;262;164;0;426;426;18497[Hauptwache];2021-12-01T07:52:00.249Z
0.6161765;open;2021-12-01T07:50:00Z;419;261;0;680;680;18495[Am Gericht];2021-12-01T07:52:00.249Z
0.12702079;open;2021-12-01T07:50:00Z;110;756;70;936;866;109240[MyZeil];2021-12-01T07:52:00.249Z
0.46056783;open;2021-12-01T07:50:00Z;292;342;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T07:52:00.249Z
0.72;open;2021-12-01T08:00:00Z;108;42;200;350;150;24276[Turmcenter];2021-12-01T08:02:01.971Z
0.27027026;open;2021-12-01T08:00:00Z;110;297;0;407;407;18944[Alte Oper];2021-12-01T08:02:01.971Z
0.32417583;open;2021-12-01T08:00:00Z;118;246;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T08:02:01.971Z
0.35105067;open;2021-12-01T08:00:00Z;284;525;0;809;809;24279[Konstabler];2021-12-01T08:02:01.971Z
0.63849765;open;2021-12-01T08:00:00Z;272;154;0;426;426;18497[Hauptwache];2021-12-01T08:02:01.971Z
0.63529414;open;2021-12-01T08:00:00Z;432;248;0;680;680;18495[Am Gericht];2021-12-01T08:02:01.971Z
0.13279445;open;2021-12-01T08:00:00Z;115;751;70;936;866;109240[MyZeil];2021-12-01T08:02:01.971Z
0.47160885;open;2021-12-01T08:00:00Z;299;335;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T08:02:01.971Z
0.9266667;open;2021-12-01T08:30:00Z;139;11;200;350;150;24276[Turmcenter];2021-12-01T08:32:02.835Z
0.33906633;open;2021-12-01T08:30:00Z;138;269;0;407;407;18944[Alte Oper];2021-12-01T08:32:02.835Z
0.3791209;open;2021-12-01T08:30:00Z;138;226;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T08:32:02.835Z
0.39555007;open;2021-12-01T08:30:00Z;320;489;0;809;809;24279[Konstabler];2021-12-01T08:32:02.835Z
0.69014084;open;2021-12-01T08:30:00Z;294;132;0;426;426;18497[Hauptwache];2021-12-01T08:32:02.835Z
0.7102941;open;2021-12-01T08:30:00Z;483;197;0;680;680;18495[Am Gericht];2021-12-01T08:32:02.835Z
0.14896074;open;2021-12-01T08:30:00Z;129;737;70;936;866;109240[MyZeil];2021-12-01T08:32:02.835Z
0.5031546;open;2021-12-01T08:30:00Z;319;315;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T08:32:02.835Z
0.9866667;open;2021-12-01T08:50:00Z;148;2;200;350;150;24276[Turmcenter];2021-12-01T08:52:02.268Z
0.4054054;open;2021-12-01T08:50:00Z;165;242;0;407;407;18944[Alte Oper];2021-12-01T08:52:02.268Z
0.4065934;open;2021-12-01T08:50:00Z;148;216;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T08:52:02.268Z
0.43510506;open;2021-12-01T08:50:00Z;352;457;0;809;809;24279[Konstabler];2021-12-01T08:52:02.268Z
0.7652582;open;2021-12-01T08:50:00Z;326;100;0;426;426;18497[Hauptwache];2021-12-01T08:52:02.268Z
0.74264705;open;2021-12-01T08:50:00Z;505;175;0;680;680;18495[Am Gericht];2021-12-01T08:52:02.268Z
0.16397229;open;2021-12-01T08:50:00Z;142;724;70;936;866;109240[MyZeil];2021-12-01T08:52:02.268Z
0.51735014;open;2021-12-01T08:50:00Z;328;306;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T08:52:02.268Z
1;open;2021-12-01T09:00:00Z;150;0;200;350;150;24276[Turmcenter];2021-12-01T09:02:01.537Z
0.43980345;open;2021-12-01T09:00:00Z;179;228;0;407;407;18944[Alte Oper];2021-12-01T09:02:01.537Z
0.4010989;open;2021-12-01T09:00:00Z;146;218;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T09:02:01.537Z
0.7109375;open;2021-12-01T09:00:00Z;273;111;0;384;384;105479[Baseler Platz];2021-12-01T09:02:01.537Z
0.47713226;open;2021-12-01T09:00:00Z;386;423;0;809;809;24279[Konstabler];2021-12-01T09:02:01.537Z
0.7887324;open;2021-12-01T09:00:00Z;336;90;0;426;426;18497[Hauptwache];2021-12-01T09:02:01.537Z
0.7558824;open;2021-12-01T09:00:00Z;514;166;0;680;680;18495[Am Gericht];2021-12-01T09:02:01.537Z
0.17090069;open;2021-12-01T09:00:00Z;148;718;70;936;866;109240[MyZeil];2021-12-01T09:02:01.537Z
0.533123;open;2021-12-01T09:00:00Z;338;296;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T09:02:01.537Z
0.94;open;2021-12-01T09:25:00Z;141;9;200;350;150;24276[Turmcenter];2021-12-01T09:27:00.369Z
0.5110565;open;2021-12-01T09:25:00Z;208;199;0;407;407;18944[Alte Oper];2021-12-01T09:27:00.369Z
0.4065934;open;2021-12-01T09:25:00Z;148;216;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T09:27:00.369Z
0.7109375;open;2021-12-01T09:25:00Z;273;111;0;384;384;105479[Baseler Platz];2021-12-01T09:27:00.369Z
0.52286774;open;2021-12-01T09:25:00Z;423;386;0;809;809;24279[Konstabler];2021-12-01T09:27:00.369Z
0.8685446;open;2021-12-01T09:25:00Z;370;56;0;426;426;18497[Hauptwache];2021-12-01T09:27:00.369Z
0.775;open;2021-12-01T09:25:00Z;527;153;0;680;680;18495[Am Gericht];2021-12-01T09:27:00.369Z
0.18937644;open;2021-12-01T09:25:00Z;164;702;70;936;866;109240[MyZeil];2021-12-01T09:27:00.369Z
0.5615142;open;2021-12-01T09:25:00Z;356;278;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T09:27:00.369Z
0.94;open;2021-12-01T09:45:00Z;141;9;200;350;150;24276[Turmcenter];2021-12-01T09:47:01.863Z
0.57739556;open;2021-12-01T09:45:00Z;235;172;0;407;407;18944[Alte Oper];2021-12-01T09:47:01.863Z
0.41208792;open;2021-12-01T09:45:00Z;150;214;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T09:47:01.863Z
0.7109375;open;2021-12-01T09:45:00Z;273;111;0;384;384;105479[Baseler Platz];2021-12-01T09:47:01.863Z
0.5698393;open;2021-12-01T09:45:00Z;461;348;0;809;809;24279[Konstabler];2021-12-01T09:47:01.863Z
0.92253524;open;2021-12-01T09:45:00Z;393;33;0;426;426;18497[Hauptwache];2021-12-01T09:47:01.863Z
0.80735296;open;2021-12-01T09:45:00Z;549;131;0;680;680;18495[Am Gericht];2021-12-01T09:47:01.863Z
0.21709007;open;2021-12-01T09:45:00Z;188;678;70;936;866;109240[MyZeil];2021-12-01T09:47:01.863Z
0.5599369;open;2021-12-01T09:45:00Z;355;279;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T09:47:01.863Z
0.94666666;open;2021-12-01T10:01:00Z;142;8;200;350;150;24276[Turmcenter];2021-12-01T10:02:01.280Z
0.6044226;open;2021-12-01T10:01:00Z;246;161;0;407;407;18944[Alte Oper];2021-12-01T10:02:01.280Z
0.42307693;open;2021-12-01T10:01:00Z;154;210;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T10:02:01.280Z
0.7109375;open;2021-12-01T10:01:00Z;273;111;0;384;384;105479[Baseler Platz];2021-12-01T10:02:01.280Z
0.60815823;open;2021-12-01T10:01:00Z;492;317;0;809;809;24279[Konstabler];2021-12-01T10:02:01.280Z
0.96948355;open;2021-12-01T10:01:00Z;413;13;0;426;426;18497[Hauptwache];2021-12-01T10:02:01.280Z
0.8014706;open;2021-12-01T10:01:00Z;545;135;0;680;680;18495[Am Gericht];2021-12-01T10:02:01.280Z
0.22863741;open;2021-12-01T10:01:00Z;198;668;70;936;866;109240[MyZeil];2021-12-01T10:02:01.280Z
0.5709779;open;2021-12-01T10:01:00Z;362;272;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T10:02:01.280Z
0.94;open;2021-12-01T10:26:00Z;141;9;200;350;150;24276[Turmcenter];2021-12-01T10:27:00.419Z
0.6019656;open;2021-12-01T10:26:00Z;245;162;0;407;407;18944[Alte Oper];2021-12-01T10:27:00.419Z
0.43131867;open;2021-12-01T10:26:00Z;157;207;0;364;364;24281[Hauptbahnhof Süd];2021-12-01T10:27:00.419Z
0.7109375;open;2021-12-01T10:26:00Z;273;111;0;384;384;105479[Baseler Platz];2021-12-01T10:27:00.419Z
0.64029664;open;2021-12-01T10:26:00Z;518;291;0;809;809;24279[Konstabler];2021-12-01T10:27:00.419Z
1;open;2021-12-01T10:26:00Z;426;0;0;426;426;18497[Hauptwache];2021-12-01T10:27:00.419Z
0.78088236;open;2021-12-01T10:26:00Z;531;149;0;680;680;18495[Am Gericht];2021-12-01T10:27:00.419Z
0.25404158;open;2021-12-01T10:26:00Z;220;646;70;936;866;109240[MyZeil];2021-12-01T10:27:00.419Z
0.5977918;open;2021-12-01T10:26:00Z;379;255;0;634;634;18494[Konrad-Adenauer-Straße];2021-12-01T10:27:00.419Z
