parkingFacilityOccupancy,parkingFacilityStatus,parkingFacilityStatusTime,totalNumberOfOccupiedParkingSpaces,totalNumberOfVacantParkingSpaces,totalParkingCapacityLongTermOverride,totalParkingCapacityOverride,totalParkingCapacityShortTermOverride,id,TIME
0.10907003,open,2021-08-01T03:20:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T03:22:00.864Z
0.4858044,open,2021-08-01T03:20:00Z,308,326,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T03:22:00.864Z
0.15422885,open,2021-08-01T03:35:00Z,62,340,0,402,402,18944[Alte Oper],2021-08-01T03:37:00.533Z
0.175,open,2021-08-01T03:35:00Z,35,165,150,350,200,24276[Turmcenter],2021-08-01T03:37:00.533Z
0.06043956,open,2021-08-01T03:35:00Z,22,342,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T03:37:00.533Z
0.27317676,open,2021-08-01T03:35:00Z,221,588,0,809,809,24279[Konstabler],2021-08-01T03:37:00.533Z
0.5140845,open,2021-08-01T03:35:00Z,219,207,0,426,426,18497[Hauptwache],2021-08-01T03:37:00.533Z
0,closed,2021-08-01T03:35:00Z,,,0,0,0,18495[Am Gericht],2021-08-01T03:37:00.533Z
0.10907003,open,2021-08-01T03:35:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T03:37:00.533Z
0.48422712,open,2021-08-01T03:35:00Z,307,327,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T03:37:00.533Z
0.15422885,open,2021-08-01T03:50:00Z,62,340,0,402,402,18944[Alte Oper],2021-08-01T03:52:02.892Z
0.175,open,2021-08-01T03:50:00Z,35,165,150,350,200,24276[Turmcenter],2021-08-01T03:52:02.892Z
0.06043956,open,2021-08-01T03:50:00Z,22,342,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T03:52:02.892Z
0.27070457,open,2021-08-01T03:50:00Z,219,590,0,809,809,24279[Konstabler],2021-08-01T03:52:02.892Z
0.5117371,open,2021-08-01T03:50:00Z,218,208,0,426,426,18497[Hauptwache],2021-08-01T03:52:02.892Z
0,closed,2021-08-01T03:50:00Z,,,0,0,0,18495[Am Gericht],2021-08-01T03:52:02.892Z
0.10907003,open,2021-08-01T03:50:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T03:52:02.892Z
0.48422712,open,2021-08-01T03:50:00Z,307,327,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T03:52:02.892Z
0.1517413,open,2021-08-01T03:55:00Z,61,341,0,402,402,18944[Alte Oper],2021-08-01T03:57:02.112Z
0.175,open,2021-08-01T03:55:00Z,35,165,150,350,200,24276[Turmcenter],2021-08-01T03:57:02.112Z
0.06043956,open,2021-08-01T03:55:00Z,22,342,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T03:57:02.112Z
0.27070457,open,2021-08-01T03:55:00Z,219,590,0,809,809,24279[Konstabler],2021-08-01T03:57:02.112Z
0.5070422,open,2021-08-01T03:55:00Z,216,210,0,426,426,18497[Hauptwache],2021-08-01T03:57:02.112Z
0,closed,2021-08-01T03:55:00Z,,,0,0,0,18495[Am Gericht],2021-08-01T03:57:02.112Z
0.10907003,open,2021-08-01T03:55:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T03:57:02.112Z
0.48422712,open,2021-08-01T03:55:00Z,307,327,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T03:57:02.112Z
0.16169155,open,2021-08-01T04:30:00Z,65,337,0,402,402,18944[Alte Oper],2021-08-01T04:32:01.353Z
0.18,open,2021-08-01T04:30:00Z,36,164,150,350,200,24276[Turmcenter],2021-08-01T04:32:01.353Z
0.06593407,open,2021-08-01T04:30:00Z,24,340,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T04:32:01.353Z
0.26328802,open,2021-08-01T04:30:00Z,213,596,0,809,809,24279[Konstabler],2021-08-01T04:32:01.353Z
0.5093897,open,2021-08-01T04:30:00Z,217,209,0,426,426,18497[Hauptwache],2021-08-01T04:32:01.353Z
0.5779412,open,2021-08-01T04:30:00Z,393,287,0,680,680,18495[Am Gericht],2021-08-01T04:32:01.353Z
0.10907003,open,2021-08-01T04:30:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T04:32:01.353Z
0.4858044,open,2021-08-01T04:30:00Z,308,326,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T04:32:01.353Z
0.16666667,open,2021-08-01T04:50:00Z,67,335,0,402,402,18944[Alte Oper],2021-08-01T04:52:00.192Z
0.175,open,2021-08-01T04:50:00Z,35,165,150,350,200,24276[Turmcenter],2021-08-01T04:52:00.192Z
0.06318682,open,2021-08-01T04:50:00Z,23,341,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T04:52:00.192Z
0.25710753,open,2021-08-01T04:50:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T04:52:00.192Z
0.5164319,open,2021-08-01T04:50:00Z,220,206,0,426,426,18497[Hauptwache],2021-08-01T04:52:00.192Z
0.5779412,open,2021-08-01T04:50:00Z,393,287,0,680,680,18495[Am Gericht],2021-08-01T04:52:00.192Z
0.10907003,open,2021-08-01T04:50:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T04:52:00.192Z
0.48422712,open,2021-08-01T04:50:00Z,307,327,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T04:52:00.192Z
0.16915423,open,2021-08-01T05:06:00Z,68,334,0,402,402,18944[Alte Oper],2021-08-01T05:07:00.680Z
0.18,open,2021-08-01T05:06:00Z,36,164,150,350,200,24276[Turmcenter],2021-08-01T05:07:00.680Z
0.06318682,open,2021-08-01T05:06:00Z,23,341,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T05:07:00.680Z
0.25710753,open,2021-08-01T05:06:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T05:07:00.680Z
0.5140845,open,2021-08-01T05:06:00Z,219,207,0,426,426,18497[Hauptwache],2021-08-01T05:07:00.680Z
0.57941175,open,2021-08-01T05:06:00Z,394,286,0,680,680,18495[Am Gericht],2021-08-01T05:07:00.680Z
0.10907003,open,2021-08-01T05:06:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T05:07:00.680Z
0.4858044,open,2021-08-01T05:06:00Z,308,326,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T05:07:00.680Z
0.1716418,open,2021-08-01T05:21:00Z,69,333,0,402,402,18944[Alte Oper],2021-08-01T05:22:01.650Z
0.18,open,2021-08-01T05:21:00Z,36,164,150,350,200,24276[Turmcenter],2021-08-01T05:22:01.650Z
0.06593407,open,2021-08-01T05:21:00Z,24,340,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T05:22:01.650Z
0.25834364,open,2021-08-01T05:21:00Z,209,600,0,809,809,24279[Konstabler],2021-08-01T05:22:01.650Z
0.5140845,open,2021-08-01T05:21:00Z,219,207,0,426,426,18497[Hauptwache],2021-08-01T05:22:01.650Z
0.5808824,open,2021-08-01T05:21:00Z,395,285,0,680,680,18495[Am Gericht],2021-08-01T05:22:01.650Z
0.10907003,open,2021-08-01T05:21:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T05:22:01.650Z
0.4873817,open,2021-08-01T05:21:00Z,309,325,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T05:22:01.650Z
0.17661692,open,2021-08-01T05:36:00Z,71,331,0,402,402,18944[Alte Oper],2021-08-01T05:37:02.368Z
0.18,open,2021-08-01T05:36:00Z,36,164,150,350,200,24276[Turmcenter],2021-08-01T05:37:02.368Z
0.06868132,open,2021-08-01T05:36:00Z,25,339,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T05:37:02.368Z
0.25710753,open,2021-08-01T05:36:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T05:37:02.368Z
0.51877934,open,2021-08-01T05:36:00Z,221,205,0,426,426,18497[Hauptwache],2021-08-01T05:37:02.368Z
0.5779412,open,2021-08-01T05:36:00Z,393,287,0,680,680,18495[Am Gericht],2021-08-01T05:37:02.368Z
0.10907003,open,2021-08-01T05:36:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T05:37:02.368Z
0.48895898,open,2021-08-01T05:36:00Z,310,324,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T05:37:02.368Z
0.18159205,open,2021-08-01T05:46:00Z,73,329,0,402,402,18944[Alte Oper],2021-08-01T05:47:00.521Z
0.18,open,2021-08-01T05:46:00Z,36,164,150,350,200,24276[Turmcenter],2021-08-01T05:47:00.521Z
0.071428575,open,2021-08-01T05:46:00Z,26,338,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T05:47:00.521Z
0.25710753,open,2021-08-01T05:46:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T05:47:00.521Z
0.53051645,open,2021-08-01T05:46:00Z,226,200,0,426,426,18497[Hauptwache],2021-08-01T05:47:00.521Z
0.57941175,open,2021-08-01T05:46:00Z,394,286,0,680,680,18495[Am Gericht],2021-08-01T05:47:00.521Z
0.10907003,open,2021-08-01T05:46:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T05:47:00.521Z
0.48895898,open,2021-08-01T05:46:00Z,310,324,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T05:47:00.521Z
0.18159205,open,2021-08-01T05:51:00Z,73,329,0,402,402,18944[Alte Oper],2021-08-01T05:52:02.636Z
0.18,open,2021-08-01T05:51:00Z,36,164,150,350,200,24276[Turmcenter],2021-08-01T05:52:02.636Z
0.071428575,open,2021-08-01T05:51:00Z,26,338,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T05:52:02.636Z
0.25710753,open,2021-08-01T05:51:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T05:52:02.636Z
0.53286386,open,2021-08-01T05:51:00Z,227,199,0,426,426,18497[Hauptwache],2021-08-01T05:52:02.636Z
0.5808824,open,2021-08-01T05:51:00Z,395,285,0,680,680,18495[Am Gericht],2021-08-01T05:52:02.636Z
0.10907003,open,2021-08-01T05:51:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T05:52:02.636Z
0.49053627,open,2021-08-01T05:51:00Z,311,323,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T05:52:02.636Z
0.18905473,open,2021-08-01T06:21:00Z,76,326,0,402,402,18944[Alte Oper],2021-08-01T06:22:02.077Z
0.195,open,2021-08-01T06:21:00Z,39,161,150,350,200,24276[Turmcenter],2021-08-01T06:22:02.077Z
0.06868132,open,2021-08-01T06:21:00Z,25,339,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T06:22:02.077Z
0.25710753,open,2021-08-01T06:21:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T06:22:02.077Z
0.5399061,open,2021-08-01T06:21:00Z,230,196,0,426,426,18497[Hauptwache],2021-08-01T06:22:02.077Z
0.57941175,open,2021-08-01T06:21:00Z,394,286,0,680,680,18495[Am Gericht],2021-08-01T06:22:02.077Z
0.10907003,open,2021-08-01T06:21:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T06:22:02.077Z
0.4873817,open,2021-08-01T06:21:00Z,309,325,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T06:22:02.077Z
0.21144278,open,2021-08-01T06:41:00Z,85,317,0,402,402,18944[Alte Oper],2021-08-01T06:42:01.312Z
0.2,open,2021-08-01T06:41:00Z,40,160,150,350,200,24276[Turmcenter],2021-08-01T06:42:01.312Z
0.06593407,open,2021-08-01T06:41:00Z,24,340,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T06:42:01.312Z
0.25834364,open,2021-08-01T06:41:00Z,209,600,0,809,809,24279[Konstabler],2021-08-01T06:42:01.312Z
0.5492958,open,2021-08-01T06:41:00Z,234,192,0,426,426,18497[Hauptwache],2021-08-01T06:42:01.312Z
0.575,open,2021-08-01T06:41:00Z,391,289,0,680,680,18495[Am Gericht],2021-08-01T06:42:01.312Z
0.10907003,open,2021-08-01T06:41:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T06:42:01.312Z
0.49369085,open,2021-08-01T06:41:00Z,313,321,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T06:42:01.312Z
0.23383084,open,2021-08-01T06:56:00Z,94,308,0,402,402,18944[Alte Oper],2021-08-01T06:57:01.181Z
0.205,open,2021-08-01T06:56:00Z,41,159,150,350,200,24276[Turmcenter],2021-08-01T06:57:01.181Z
0.06868132,open,2021-08-01T06:56:00Z,25,339,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T06:57:01.181Z
0.25834364,open,2021-08-01T06:56:00Z,209,600,0,809,809,24279[Konstabler],2021-08-01T06:57:01.181Z
0.556338,open,2021-08-01T06:56:00Z,237,189,0,426,426,18497[Hauptwache],2021-08-01T06:57:01.181Z
0.575,open,2021-08-01T06:56:00Z,391,289,0,680,680,18495[Am Gericht],2021-08-01T06:57:01.181Z
0.10907003,open,2021-08-01T06:56:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T06:57:01.181Z
0.49053627,open,2021-08-01T06:56:00Z,311,323,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T06:57:01.181Z
0.26119402,open,2021-08-01T07:16:00Z,105,297,0,402,402,18944[Alte Oper],2021-08-01T07:17:00.917Z
0.2,open,2021-08-01T07:16:00Z,40,160,150,350,200,24276[Turmcenter],2021-08-01T07:17:00.917Z
0.071428575,open,2021-08-01T07:16:00Z,26,338,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T07:17:00.917Z
0.25834364,open,2021-08-01T07:16:00Z,209,600,0,809,809,24279[Konstabler],2021-08-01T07:17:00.917Z
0.57746476,open,2021-08-01T07:16:00Z,246,180,0,426,426,18497[Hauptwache],2021-08-01T07:17:00.917Z
0.5764706,open,2021-08-01T07:16:00Z,392,288,0,680,680,18495[Am Gericht],2021-08-01T07:17:00.917Z
0.10907003,open,2021-08-01T07:16:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T07:17:00.917Z
0.4984227,open,2021-08-01T07:16:00Z,316,318,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T07:17:00.917Z
0.26616916,open,2021-08-01T07:26:00Z,107,295,0,402,402,18944[Alte Oper],2021-08-01T07:27:00.714Z
0.21,open,2021-08-01T07:26:00Z,42,158,150,350,200,24276[Turmcenter],2021-08-01T07:27:00.714Z
0.071428575,open,2021-08-01T07:26:00Z,26,338,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T07:27:00.714Z
0.25834364,open,2021-08-01T07:26:00Z,209,600,0,809,809,24279[Konstabler],2021-08-01T07:27:00.714Z
0.58450705,open,2021-08-01T07:26:00Z,249,177,0,426,426,18497[Hauptwache],2021-08-01T07:27:00.714Z
0.575,open,2021-08-01T07:26:00Z,391,289,0,680,680,18495[Am Gericht],2021-08-01T07:27:00.714Z
0.10907003,open,2021-08-01T07:26:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T07:27:00.714Z
0.5031546,open,2021-08-01T07:26:00Z,319,315,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T07:27:00.714Z
0.2835821,open,2021-08-01T07:36:00Z,114,288,0,402,402,18944[Alte Oper],2021-08-01T07:37:02.045Z
0.21,open,2021-08-01T07:36:00Z,42,158,150,350,200,24276[Turmcenter],2021-08-01T07:37:02.045Z
0.071428575,open,2021-08-01T07:36:00Z,26,338,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T07:37:02.045Z
0.25834364,open,2021-08-01T07:36:00Z,209,600,0,809,809,24279[Konstabler],2021-08-01T07:37:02.045Z
0.58920187,open,2021-08-01T07:36:00Z,251,175,0,426,426,18497[Hauptwache],2021-08-01T07:37:02.045Z
0.5764706,open,2021-08-01T07:36:00Z,392,288,0,680,680,18495[Am Gericht],2021-08-01T07:37:02.045Z
0.10907003,open,2021-08-01T07:36:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T07:37:02.045Z
0.511041,open,2021-08-01T07:36:00Z,324,310,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T07:37:02.045Z
0.3084577,open,2021-08-01T07:51:00Z,124,278,0,402,402,18944[Alte Oper],2021-08-01T07:52:02.354Z
0.205,open,2021-08-01T07:51:00Z,41,159,150,350,200,24276[Turmcenter],2021-08-01T07:52:02.354Z
0.082417585,open,2021-08-01T07:51:00Z,30,334,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T07:52:02.354Z
0.25834364,open,2021-08-01T07:51:00Z,209,600,0,809,809,24279[Konstabler],2021-08-01T07:52:02.354Z
0.59859157,open,2021-08-01T07:51:00Z,255,171,0,426,426,18497[Hauptwache],2021-08-01T07:52:02.354Z
0.5779412,open,2021-08-01T07:51:00Z,393,287,0,680,680,18495[Am Gericht],2021-08-01T07:52:02.354Z
0.10907003,open,2021-08-01T07:51:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T07:52:02.354Z
0.51892745,open,2021-08-01T07:51:00Z,329,305,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T07:52:02.354Z
0.38557214,open,2021-08-01T08:17:00Z,155,247,0,402,402,18944[Alte Oper],2021-08-01T08:22:00.507Z
0.21,open,2021-08-01T08:17:00Z,42,158,150,350,200,24276[Turmcenter],2021-08-01T08:22:00.507Z
0.08516484,open,2021-08-01T08:17:00Z,31,333,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T08:22:00.507Z
0.25710753,open,2021-08-01T08:17:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T08:22:00.507Z
0.62441313,open,2021-08-01T08:17:00Z,266,160,0,426,426,18497[Hauptwache],2021-08-01T08:22:00.507Z
0.57941175,open,2021-08-01T08:17:00Z,394,286,0,680,680,18495[Am Gericht],2021-08-01T08:22:00.507Z
0.10907003,open,2021-08-01T08:17:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T08:22:00.507Z
0.52208203,open,2021-08-01T08:17:00Z,331,303,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T08:22:00.507Z
0.40298507,open,2021-08-01T08:37:00Z,162,240,0,402,402,18944[Alte Oper],2021-08-01T08:42:02.724Z
0.21,open,2021-08-01T08:37:00Z,42,158,150,350,200,24276[Turmcenter],2021-08-01T08:42:02.724Z
0.093406595,open,2021-08-01T08:37:00Z,34,330,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T08:42:02.724Z
0.25710753,open,2021-08-01T08:37:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T08:42:02.724Z
0.64319247,open,2021-08-01T08:37:00Z,274,152,0,426,426,18497[Hauptwache],2021-08-01T08:42:02.724Z
0.5764706,open,2021-08-01T08:37:00Z,392,288,0,680,680,18495[Am Gericht],2021-08-01T08:42:02.724Z
0.10907003,open,2021-08-01T08:37:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T08:42:02.724Z
0.5410095,open,2021-08-01T08:37:00Z,343,291,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T08:42:02.724Z
0.41791046,open,2021-08-01T08:47:00Z,168,234,0,402,402,18944[Alte Oper],2021-08-01T08:52:00.854Z
0.21,open,2021-08-01T08:47:00Z,42,158,150,350,200,24276[Turmcenter],2021-08-01T08:52:00.854Z
0.09065934,open,2021-08-01T08:47:00Z,33,331,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T08:52:00.854Z
0.25710753,open,2021-08-01T08:47:00Z,208,601,0,809,809,24279[Konstabler],2021-08-01T08:52:00.854Z
0.6619718,open,2021-08-01T08:47:00Z,282,144,0,426,426,18497[Hauptwache],2021-08-01T08:52:00.854Z
0.5779412,open,2021-08-01T08:47:00Z,393,287,0,680,680,18495[Am Gericht],2021-08-01T08:52:00.854Z
0.10907003,open,2021-08-01T08:47:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T08:52:00.854Z
0.5410095,open,2021-08-01T08:47:00Z,343,291,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T08:52:00.854Z
0.4552239,open,2021-08-01T09:02:00Z,183,219,0,402,402,18944[Alte Oper],2021-08-01T09:07:00.063Z
0.21,open,2021-08-01T09:02:00Z,42,158,150,350,200,24276[Turmcenter],2021-08-01T09:07:00.063Z
0.08516484,open,2021-08-01T09:02:00Z,31,333,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T09:07:00.063Z
0.25587144,open,2021-08-01T09:02:00Z,207,602,0,809,809,24279[Konstabler],2021-08-01T09:07:00.063Z
0.6760563,open,2021-08-01T09:02:00Z,288,138,0,426,426,18497[Hauptwache],2021-08-01T09:07:00.063Z
0.5838235,open,2021-08-01T09:02:00Z,397,283,0,680,680,18495[Am Gericht],2021-08-01T09:07:00.063Z
0.10907003,open,2021-08-01T09:02:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T09:07:00.063Z
0.5488959,open,2021-08-01T09:02:00Z,348,286,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T09:07:00.063Z
0.4800995,open,2021-08-01T09:22:00Z,193,209,0,402,402,18944[Alte Oper],2021-08-01T09:27:02.090Z
0.225,open,2021-08-01T09:22:00Z,45,155,150,350,200,24276[Turmcenter],2021-08-01T09:27:02.090Z
0.07692308,open,2021-08-01T09:22:00Z,28,336,0,364,364,24281[Hauptbahnhof Süd],2021-08-01T09:27:02.090Z
0.25587144,open,2021-08-01T09:22:00Z,207,602,0,809,809,24279[Konstabler],2021-08-01T09:27:02.090Z
0.70187795,open,2021-08-01T09:22:00Z,299,127,0,426,426,18497[Hauptwache],2021-08-01T09:27:02.090Z
0.5852941,open,2021-08-01T09:22:00Z,398,282,0,680,680,18495[Am Gericht],2021-08-01T09:27:02.090Z
0.10907003,open,2021-08-01T09:22:00Z,95,776,45,916,871,109240[MyZeil],2021-08-01T09:27:02.090Z
0.5741325,open,2021-08-01T09:22:00Z,364,270,0,634,634,18494[Konrad-Adenauer-Straße],2021-08-01T09:27:02.090Z
0.5,open,2021-08-01T09:37:00Z,201,201,0,402,402,18944[Alte Oper],2021-08-01T09:42:02.329Z
